year,state,disability,total_6to21,aian5,api5,black5,hisp5,white5,total_ethnicity5,hisp7,aian7,asian7,black7,nhpi7,white7,tworace7,total_ethnicity7,Ethnicity,el_yes,el_no
2009,West Virginia,Developmental delay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA
2009,West Virginia,All disabilities,40415,NA,NA,NA,NA,NA,NA,329,NA,129,2213,NA,37561,130,40415,7,NA,NA
2010,West Virginia,Mental retardation,7076,NA,NA,NA,NA,NA,NA,54,NA,14,406,NA,6564,27,7076,NA,NA,NA
2010,West Virginia,Hearing impairments,404,NA,NA,NA,NA,NA,NA,NA,0,NA,25,0,373,0,404,NA,NA,NA
2010,West Virginia,Speech or language impairments,11401,NA,NA,NA,NA,NA,NA,122,NA,60,399,NA,10720,89,11401,NA,NA,NA
2010,West Virginia,Visual impairments,252,NA,NA,NA,NA,NA,NA,NA,NA,0,11,0,236,NA,252,NA,NA,NA
2010,West Virginia,Emotional disturbance,1581,NA,NA,NA,NA,NA,NA,13,NA,NA,141,0,1402,17,1581,NA,NA,NA
2010,West Virginia,Orthopedic impairments,133,NA,NA,NA,NA,NA,NA,NA,0,NA,7,0,122,0,133,NA,NA,NA
2010,West Virginia,Other health impairments,4973,NA,NA,NA,NA,NA,NA,32,12,9,272,0,4614,34,4973,NA,NA,NA
2010,West Virginia,Specific learning disabilities,12145,NA,NA,NA,NA,NA,NA,122,21,23,703,NA,11220,55,NA,NA,NA,NA
2010,West Virginia,Deaf-blindness,9,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,NA
2010,West Virginia,Multiple disabilities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,West Virginia,Autism,1313,NA,NA,NA,NA,NA,NA,12,NA,10,61,0,1220,NA,1313,NA,NA,NA
2010,West Virginia,Traumatic brain injury,113,NA,NA,NA,NA,NA,NA,NA,0,0,18,0,NA,0,NA,NA,NA,NA
2010,West Virginia,Developmental delay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,West Virginia,All disabilities,39400,NA,NA,NA,NA,NA,NA,364,NA,124,2043,NA,36573,234,39400,NA,NA,NA
2011,West Virginia,Intellectual disabilities,6891,NA,NA,NA,NA,NA,NA,50,NA,18,389,NA,6391,35,6891,NA,NA,NA
2011,West Virginia,Hearing impairments,385,NA,NA,NA,NA,NA,NA,5,0,NA,25,NA,352,0,385,NA,NA,NA
2011,West Virginia,Speech or language impairments,11075,NA,NA,NA,NA,NA,NA,125,NA,55,382,NA,10378,128,11075,NA,NA,NA
2011,West Virginia,Visual impairments,250,NA,NA,NA,NA,NA,NA,NA,0,0,11,0,234,NA,250,NA,NA,NA
2011,West Virginia,Emotional disturbance,1533,NA,NA,NA,NA,NA,NA,16,NA,NA,139,0,1345,29,1533,NA,NA,NA
2011,West Virginia,Orthopedic impairments,133,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,123,0,NA,NA,NA,NA
2011,West Virginia,Other health impairments,5211,NA,NA,NA,NA,NA,NA,31,6,12,262,0,4849,51,5211,NA,NA,NA
2011,West Virginia,Specific learning disabilities,11753,NA,NA,NA,NA,NA,NA,132,21,22,639,NA,10826,111,NA,NA,NA,NA
2011,West Virginia,Deaf-blindness,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,NA
2011,West Virginia,Multiple disabilities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,West Virginia,Autism,1425,NA,NA,NA,NA,NA,NA,17,NA,NA,63,0,1323,NA,1425,NA,NA,NA
2011,West Virginia,Traumatic brain injury,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,NA,NA
2011,West Virginia,Developmental delay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,West Virginia,All disabilities,38771,NA,NA,NA,NA,NA,NA,383,43,119,1932,6,35918,370,38771,NA,NA,NA
2012,West Virginia,All Disabilities,39004,NA,NA,NA,NA,NA,NA,412,46,116,1893,7,36002,528,NA,NA,218,38786
2012,West Virginia,Autism,1530,NA,NA,NA,NA,NA,NA,19,3,14,70,0,1407,17,NA,NA,NA,NA
2012,West Virginia,Deaf-blindness,10,NA,NA,NA,NA,NA,NA,0,0,0,0,0,10,0,NA,NA,NA,NA
2012,West Virginia,Developmental delay (valid only for children ages 3-9 when defined by state),0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,West Virginia,Emotional disturbance,1479,NA,NA,NA,NA,NA,NA,16,3,1,129,0,1304,26,NA,NA,NA,NA
2012,West Virginia,Hearing impairment,398,NA,NA,NA,NA,NA,NA,5,1,2,19,1,370,0,NA,NA,NA,NA
2012,West Virginia,Intellectual disability,6852,NA,NA,NA,NA,NA,NA,56,7,18,373,1,6337,60,NA,NA,NA,NA
2012,West Virginia,Multiple disabilities,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,West Virginia,Orthopedic impairment,123,NA,NA,NA,NA,NA,NA,3,0,1,5,0,113,1,NA,NA,NA,NA
2012,West Virginia,Other health impairment,5553,NA,NA,NA,NA,NA,NA,38,7,17,291,0,5128,72,NA,NA,NA,NA
2012,West Virginia,Specific learning disability,11923,NA,NA,NA,NA,NA,NA,145,19,20,653,2,10928,156,NA,NA,NA,NA
2012,West Virginia,Speech or language impairment,10787,NA,NA,NA,NA,NA,NA,128,6,42,328,3,10088,192,NA,NA,NA,NA
2012,West Virginia,Traumatic brain injury,97,NA,NA,NA,NA,NA,NA,1,0,0,14,0,81,1,NA,NA,NA,NA
2012,West Virginia,Visual impairment,252,NA,NA,NA,NA,NA,NA,1,0,1,11,0,236,3,NA,NA,NA,NA
2013,West Virginia,All Disabilities,39012,NA,NA,NA,NA,NA,NA,437,47,109,1857,4,35901,657,NA,NA,168,38844
2013,West Virginia,Autism,1667,NA,NA,NA,NA,NA,NA,23,3,15,74,0,1524,28,NA,NA,9,1658
2013,West Virginia,Deaf-blindness,10,NA,NA,NA,NA,NA,NA,0,0,0,0,0,10,0,NA,NA,0,10
2013,West Virginia,Developmental delay (valid only for children ages 3-9 when defined by state),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,West Virginia,Emotional disturbance,1356,NA,NA,NA,NA,NA,NA,19,3,3,121,0,1178,32,NA,NA,3,1353
2013,West Virginia,Hearing impairment,397,NA,NA,NA,NA,NA,NA,4,1,3,20,0,369,0,NA,NA,6,391
2013,West Virginia,Intellectual disability,6749,NA,NA,NA,NA,NA,NA,53,9,19,365,0,6219,84,NA,NA,25,6724
2013,West Virginia,Multiple disabilities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,West Virginia,Orthopedic impairment,111,NA,NA,NA,NA,NA,NA,2,0,0,6,0,102,1,NA,NA,1,110
2013,West Virginia,Other health impairment,5811,NA,NA,NA,NA,NA,NA,46,8,17,288,1,5347,104,NA,NA,17,5794
2013,West Virginia,Specific learning disability,12156,NA,NA,NA,NA,NA,NA,150,18,17,664,2,11113,192,NA,NA,57,12099
2013,West Virginia,Speech or language impairment,10406,NA,NA,NA,NA,NA,NA,136,5,34,293,0,9727,211,NA,NA,47,10359
2013,West Virginia,Traumatic brain injury,99,NA,NA,NA,NA,NA,NA,1,0,0,13,1,82,2,NA,NA,1,98
2013,West Virginia,Visual impairment,250,NA,NA,NA,NA,NA,NA,3,0,1,13,0,230,3,NA,NA,2,248
2014,West Virginia,All Disabilities,39463,NA,NA,NA,NA,NA,NA,495,42,107,1896,12,36125,786,NA,NA,200,39263
2014,West Virginia,Autism,1766,NA,NA,NA,NA,NA,NA,28,3,16,84,0,1594,41,NA,NA,12,1754
2014,West Virginia,Deaf-blindness,11,NA,NA,NA,NA,NA,NA,0,0,0,0,0,11,0,NA,NA,0,11
2014,West Virginia,Developmental delay,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,West Virginia,Emotional disturbance,1330,NA,NA,NA,NA,NA,NA,25,2,4,124,0,1147,28,NA,NA,2,1328
2014,West Virginia,Hearing impairment,401,NA,NA,NA,NA,NA,NA,4,1,1,16,0,377,2,NA,NA,6,395
2014,West Virginia,Intellectual disability,6648,NA,NA,NA,NA,NA,NA,58,7,16,361,2,6108,96,NA,NA,24,6624
2014,West Virginia,Multiple disabilities,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,West Virginia,Orthopedic impairment,111,NA,NA,NA,NA,NA,NA,2,1,0,6,0,100,2,NA,NA,1,110
2014,West Virginia,Other health impairment,6117,NA,NA,NA,NA,NA,NA,55,8,17,283,1,5632,121,NA,NA,17,6100
2014,West Virginia,Specific learning disability,12729,NA,NA,NA,NA,NA,NA,173,15,16,727,3,11546,249,NA,NA,80,12649
2014,West Virginia,Speech or language impairment,10000,NA,NA,NA,NA,NA,NA,147,4,36,272,5,9296,240,NA,NA,56,9944
2014,West Virginia,Traumatic brain injury,105,NA,NA,NA,NA,NA,NA,1,0,0,11,1,89,3,NA,NA,1,104
2014,West Virginia,Visual impairment,245,NA,NA,NA,NA,NA,NA,2,1,1,12,0,225,4,NA,NA,1,244
2015,West Virginia,All Disabilities,40293,NA,NA,NA,NA,NA,NA,557,45,112,1835,10,36784,949,NA,NA,227,40066
2015,West Virginia,Autism,1981,NA,NA,NA,NA,NA,NA,40,3,15,89,0,1783,51,NA,NA,14,1967
2015,West Virginia,Deaf-blindness,14,NA,NA,NA,NA,NA,NA,0,0,0,0,0,14,0,NA,NA,0,14
2015,West Virginia,Developmental delay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,West Virginia,Emotional disturbance,1284,NA,NA,NA,NA,NA,NA,24,1,2,118,0,1095,44,NA,NA,2,1282
2015,West Virginia,Hearing impairment,406,NA,NA,NA,NA,NA,NA,5,0,1,15,0,383,2,NA,NA,6,400
2015,West Virginia,Intellectual disability,6790,NA,NA,NA,NA,NA,NA,65,8,15,350,1,6233,118,NA,NA,24,6766
2015,West Virginia,Multiple disabilities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,West Virginia,Orthopedic impairment,103,NA,NA,NA,NA,NA,NA,2,0,1,5,0,94,1,NA,NA,1,102
2015,West Virginia,Other health impairment,6392,NA,NA,NA,NA,NA,NA,66,14,14,273,0,5876,148,NA,NA,15,6377
2015,West Virginia,Specific learning disability,13448,NA,NA,NA,NA,NA,NA,211,13,18,725,4,12161,316,NA,NA,100,13348
2015,West Virginia,Speech or language impairment,9526,NA,NA,NA,NA,NA,NA,140,5,45,237,4,8836,259,NA,NA,63,9463
2015,West Virginia,Traumatic brain injury,99,NA,NA,NA,NA,NA,NA,0,0,0,11,1,83,4,NA,NA,0,99
2015,West Virginia,Visual impairment,250,NA,NA,NA,NA,NA,NA,4,1,1,12,0,226,6,NA,NA,2,248
2016,West Virginia,All Disabilities,40923,NA,NA,NA,NA,NA,NA,539,50,108,1883,9,37282,1052,NA,NA,236,40687
2016,West Virginia,Autism,2175,NA,NA,NA,NA,NA,NA,44,3,15,93,0,1961,59,NA,NA,16,2159
2016,West Virginia,Deaf-blindness,16,NA,NA,NA,NA,NA,NA,0,0,0,0,0,16,0,NA,NA,0,16
2016,West Virginia,Developmental delay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,West Virginia,Emotional disturbance,1232,NA,NA,NA,NA,NA,NA,17,2,3,115,0,1054,41,NA,NA,4,1228
2016,West Virginia,Hearing impairment,409,NA,NA,NA,NA,NA,NA,3,1,2,15,0,386,2,NA,NA,5,404
2016,West Virginia,Intellectual disability,6812,NA,NA,NA,NA,NA,NA,60,8,16,357,0,6235,136,NA,NA,20,6792
2016,West Virginia,Multiple disabilities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,West Virginia,Orthopedic impairment,99,NA,NA,NA,NA,NA,NA,0,0,1,7,0,89,2,NA,NA,1,98
2016,West Virginia,Other health impairment,6598,NA,NA,NA,NA,NA,NA,65,14,15,284,0,6051,169,NA,NA,16,6582
2016,West Virginia,Specific learning disability,14108,NA,NA,NA,NA,NA,NA,226,16,15,764,7,12708,372,NA,NA,108,14000
2016,West Virginia,Speech or language impairment,9135,NA,NA,NA,NA,NA,NA,119,6,41,227,2,8479,261,NA,NA,65,9070
2016,West Virginia,Traumatic brain injury,91,NA,NA,NA,NA,NA,NA,0,0,0,6,0,81,4,NA,NA,0,91
2016,West Virginia,Visual impairment,248,NA,NA,NA,NA,NA,NA,5,0,0,15,0,222,6,NA,NA,1,247
2017,West Virginia,All Disabilities,41591,NA,NA,NA,NA,NA,NA,611,44,105,1936,8,37686,1201,NA,NA,258,41333
2017,West Virginia,Autism,2368,NA,NA,NA,NA,NA,NA,56,2,17,113,0,2108,72,NA,NA,17,2351
2017,West Virginia,Deaf-blindness,19,NA,NA,NA,NA,NA,NA,0,0,0,0,0,19,0,NA,NA,0,19
2017,West Virginia,Developmental delay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,West Virginia,Emotional disturbance,1180,NA,NA,NA,NA,NA,NA,15,1,3,102,0,1006,53,NA,NA,5,1175
2017,West Virginia,Hearing impairment,433,NA,NA,NA,NA,NA,NA,4,1,3,17,0,404,4,NA,NA,4,429
2017,West Virginia,Intellectual disability,6703,NA,NA,NA,NA,NA,NA,68,8,19,365,0,6080,163,NA,NA,27,6676
2017,West Virginia,Multiple disabilities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,West Virginia,Orthopedic impairment,107,NA,NA,NA,NA,NA,NA,1,0,1,7,0,96,2,NA,NA,2,105
2017,West Virginia,Other health impairment,6750,NA,NA,NA,NA,NA,NA,72,13,12,302,0,6152,199,NA,NA,19,6731
2017,West Virginia,Specific learning disability,14620,NA,NA,NA,NA,NA,NA,265,14,14,771,6,13125,425,NA,NA,114,14506
2017,West Virginia,Speech or language impairment,9061,NA,NA,NA,NA,NA,NA,124,5,36,238,2,8385,271,NA,NA,68,8993
2017,West Virginia,Traumatic brain injury,85,NA,NA,NA,NA,NA,NA,0,0,0,6,0,74,5,NA,NA,0,85
2017,West Virginia,Visual impairment,265,NA,NA,NA,NA,NA,NA,6,0,0,15,0,237,7,NA,NA,2,263
2018,West Virginia,All Disabilities,41938,NA,NA,NA,NA,NA,NA,694,41,95,1918,10,37842,1338,NA,NA,272,41666
2018,West Virginia,Autism,2565,NA,NA,NA,NA,NA,NA,58,3,21,118,0,2284,81,NA,NA,23,2542
2018,West Virginia,Deaf-blindness,21,NA,NA,NA,NA,NA,NA,0,0,0,0,0,21,0,NA,NA,0,21
2018,West Virginia,Developmental delay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,West Virginia,Emotional disturbance,1133,NA,NA,NA,NA,NA,NA,21,1,3,97,0,949,62,NA,NA,5,1128
2018,West Virginia,Hearing impairment,420,NA,NA,NA,NA,NA,NA,6,0,1,16,0,390,7,NA,NA,2,418
2018,West Virginia,Intellectual disability,6559,NA,NA,NA,NA,NA,NA,69,8,14,347,1,5927,193,NA,NA,30,6529
2018,West Virginia,Multiple disabilities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,West Virginia,Orthopedic impairment,99,NA,NA,NA,NA,NA,NA,0,0,2,4,0,91,2,NA,NA,1,98
2018,West Virginia,Other health impairment,7038,NA,NA,NA,NA,NA,NA,94,11,8,305,0,6387,233,NA,NA,17,7021
2018,West Virginia,Specific learning disability,14977,NA,NA,NA,NA,NA,NA,298,14,13,799,7,13372,474,NA,NA,121,14856
2018,West Virginia,Speech or language impairment,8752,NA,NA,NA,NA,NA,NA,143,4,33,214,2,8083,273,NA,NA,70,8682
2018,West Virginia,Traumatic brain injury,97,NA,NA,NA,NA,NA,NA,0,0,0,4,0,87,6,NA,NA,0,97
2018,West Virginia,Visual impairment,277,NA,NA,NA,NA,NA,NA,5,0,0,14,0,251,7,NA,NA,3,274
2005,Wisconsin,Mental retardation,11283,207,280,2435,701,7660,11283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,Wisconsin,Hearing impairments,1493,23,88,132,124,1126,1493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,Wisconsin,Speech or language impairments,20311,373,631,1927,1328,16052,20311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,Wisconsin,Visual impairments,410,NA,NA,31,24,331,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,Wisconsin,Emotional disturbance,16354,714,100,2836,575,12129,16354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,Wisconsin,Orthopedic impairments,1068,15,38,157,65,793,1068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,Wisconsin,Other health impairments,12904,197,142,3742,739,8084,12904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,Wisconsin,Specific learning disabilities,45105,1007,1064,6121,2901,34012,45105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,Wisconsin,Deaf-blindness,7,0,0,NA,NA,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,Wisconsin,Multiple disabilities,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,Wisconsin,Autism,4531,47,113,359,146,3866,4531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,Wisconsin,Traumatic brain injury,394,8,18,71,24,273,394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,Wisconsin,Developmental delay,139,NA,NA,NA,NA,102,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,Wisconsin,All disabilities,113999,2598,2496,17832,6640,84433,113999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,Wisconsin,Mental retardation,10743,193,285,2266,705,7294,10743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,Wisconsin,Hearing impairments,1481,25,83,126,119,1128,1481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,Wisconsin,Speech or language impairments,21354,377,654,1875,1536,16912,21354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,Wisconsin,Visual impairments,406,NA,NA,26,23,339,406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,Wisconsin,Emotional disturbance,15940,699,93,2859,625,11664,15940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,Wisconsin,Orthopedic impairments,1029,14,32,148,63,772,1029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,Wisconsin,Other health impairments,13684,215,142,3875,852,8600,13684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,Wisconsin,Specific learning disabilities,42850,934,994,5799,3000,32123,42850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,Wisconsin,Deaf-blindness,NA,0,0,NA,NA,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,Wisconsin,Multiple disabilities,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,Wisconsin,Autism,5042,58,111,374,169,4330,5042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,Wisconsin,Traumatic brain injury,374,NA,NA,72,29,251,374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,Wisconsin,Developmental delay,NA,0,0,NA,NA,16,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,Wisconsin,All disabilities,112935,2524,2425,17425,7127,83434,112935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,Wisconsin,Mental retardation,10188,193,274,2181,744,6796,10188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,Wisconsin,Hearing impairments,1481,23,89,136,136,1097,1481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,Wisconsin,Speech or language impairments,22424,426,717,1951,1863,17467,22424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,Wisconsin,Visual impairments,388,NA,NA,NA,26,318,344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,Wisconsin,Emotional disturbance,14927,664,90,2700,662,10811,14927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,Wisconsin,Orthopedic impairments,973,18,35,133,69,718,973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,Wisconsin,Other health impairments,14575,240,168,4212,1008,8947,14575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,Wisconsin,Specific learning disabilities,40671,990,965,5692,3216,29808,40671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,Wisconsin,Deaf-blindness,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,Wisconsin,Multiple disabilities,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,Wisconsin,Autism,5575,81,140,374,215,4765,5575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,Wisconsin,Traumatic brain injury,378,NA,NA,81,27,255,363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,Wisconsin,Developmental delay,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,Wisconsin,All disabilities,111629,2639,2509,17491,7973,81017,111629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,Wisconsin,Mental retardation,9839,183,268,2143,744,6501,9839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,Wisconsin,Hearing impairments,1473,20,99,144,143,1067,1473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,Wisconsin,Speech or language impairments,22501,438,752,2059,2031,17221,22501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,Wisconsin,Visual impairments,400,NA,NA,33,NA,321,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,Wisconsin,Emotional disturbance,14212,663,87,2672,657,10133,14212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,Wisconsin,Orthopedic impairments,929,17,34,112,69,697,929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,Wisconsin,Other health impairments,15519,250,176,4459,1165,9469,15519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,Wisconsin,Specific learning disabilities,38569,926,930,5524,3232,27957,38569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,Wisconsin,Deaf-blindness,NA,0,0,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,Wisconsin,Multiple disabilities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,Wisconsin,Autism,6264,90,156,421,271,5326,6264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,Wisconsin,Traumatic brain injury,369,5,13,77,28,246,369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,Wisconsin,Developmental delay,NA,NA,NA,NA,7,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,Wisconsin,All disabilities,110151,2595,2535,17663,8376,78982,110151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,Wisconsin,Mental retardation,9641,173,275,2142,799,6252,9641,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA
2009,Wisconsin,Hearing impairments,1494,21,107,136,160,1070,1494,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA
2009,Wisconsin,Speech or language impairments,22076,432,769,2098,2085,16692,22076,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA
2009,Wisconsin,Visual impairments,404,NA,NA,38,31,318,404,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA
2009,Wisconsin,Emotional disturbance,13615,630,76,2717,676,9516,13615,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA
2009,Wisconsin,Orthopedic impairments,894,12,36,112,70,664,894,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA
2009,Wisconsin,Other health impairments,16698,281,187,4851,1298,10081,16698,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA
2009,Wisconsin,Specific learning disabilities,37544,NA,894,5519,3456,26801,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA
2009,Wisconsin,Deaf-blindness,NA,0,0,0,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA
2009,Wisconsin,Multiple disabilities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA
2009,Wisconsin,Autism,6962,115,190,481,338,5838,6962,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA
2009,Wisconsin,Traumatic brain injury,384,NA,NA,79,35,255,384,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA
2009,Wisconsin,Developmental delay,NA,NA,NA,10,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA
2009,Wisconsin,All disabilities,109774,2546,2561,18183,8958,77526,109774,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA
2010,Wisconsin,Mental retardation,9208,NA,NA,NA,NA,NA,NA,859,161,248,2010,NA,5838,NA,9208,NA,NA,NA
2010,Wisconsin,Hearing impairments,1489,NA,NA,NA,NA,NA,NA,166,20,101,131,0,1046,25,1489,NA,NA,NA
2010,Wisconsin,Speech or language impairments,21714,NA,NA,NA,NA,NA,NA,2264,404,725,1853,12,16115,341,21714,NA,NA,NA
2010,Wisconsin,Visual impairments,418,NA,NA,NA,NA,NA,NA,33,NA,15,26,0,338,NA,418,NA,NA,NA
2010,Wisconsin,Emotional disturbance,13079,NA,NA,NA,NA,NA,NA,730,544,NA,2460,NA,8905,362,13079,NA,NA,NA
2010,Wisconsin,Orthopedic impairments,868,NA,NA,NA,NA,NA,NA,76,13,32,105,0,633,9,868,NA,NA,NA
2010,Wisconsin,Other health impairments,17539,NA,NA,NA,NA,NA,NA,1492,273,177,4877,7,10453,260,17539,NA,NA,NA
2010,Wisconsin,Specific learning disabilities,36333,NA,NA,NA,NA,NA,NA,3853,780,864,5245,18,25106,467,36333,NA,NA,NA
2010,Wisconsin,Deaf-blindness,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,NA,NA,NA
2010,Wisconsin,Multiple disabilities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,Wisconsin,Autism,7542,NA,NA,NA,NA,NA,NA,438,112,201,503,5,6197,86,7542,NA,NA,NA
