year,state,Ethnicity,disability,total_6to21,aian5,api5,black5,hisp5,white5,total_ethnicity5,hisp7,aian7,asian7,black7,nhpi7,white7,tworace7,total_ethnicity7
2009,Utah,5,Developmental delay,1758,51,28,33,340,1306,1758,NA,NA,NA,NA,NA,NA,NA,NA
2009,Utah,5,All disabilities,59102,1374,1235,1265,9580,45648,59102,NA,NA,NA,NA,NA,NA,NA,NA
2009,Vermont,7,Mental retardation,876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,838,NA,876
2009,Vermont,7,Hearing impairments,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,NA,NA
2009,Vermont,7,Speech or language impairments,1508,NA,NA,NA,NA,NA,NA,NA,NA,17,30,NA,1437,5,1508
2009,Vermont,7,Visual impairments,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27
2009,Vermont,7,Emotional disturbance,1956,NA,NA,NA,NA,NA,NA,17,5,NA,38,NA,1888,5,NA
2009,Vermont,7,Orthopedic impairments,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,NA
2009,Vermont,7,Other health impairments,2037,NA,NA,NA,NA,NA,NA,17,NA,7,43,NA,1956,NA,2037
2009,Vermont,7,Specific learning disabilities,4127,NA,NA,NA,NA,NA,NA,33,5,NA,61,NA,4003,10,NA
2009,Vermont,7,Deaf-blindness,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,Vermont,7,Multiple disabilities,159,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,147,NA,NA
2009,Vermont,7,Autism,692,NA,NA,NA,NA,NA,NA,13,NA,8,10,NA,656,NA,692
2009,Vermont,7,Traumatic brain injury,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,NA
2009,Vermont,7,Developmental delay,815,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,779,NA,815
2009,Vermont,7,All disabilities,12413,NA,NA,NA,NA,NA,NA,NA,NA,63,234,9,11935,36,12413
2009,Virgin Islands,5,Mental retardation,230,0,0,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,Virgin Islands,5,Hearing impairments,12,0,0,11,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,Virgin Islands,5,Speech or language impairments,126,0,NA,103,NA,NA,126,NA,NA,NA,NA,NA,NA,NA,NA
2009,Virgin Islands,5,Visual impairments,13,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,Virgin Islands,5,Emotional disturbance,56,0,0,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA
2009,Virgin Islands,5,Orthopedic impairments,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,Virgin Islands,5,Other health impairments,90,0,0,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA
2009,Virgin Islands,5,Specific learning disabilities,659,0,NA,NA,158,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,Virgin Islands,5,Deaf-blindness,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2009,Virgin Islands,5,Multiple disabilities,34,0,0,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,Virgin Islands,5,Autism,NA,0,0,39,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,Virgin Islands,5,Traumatic brain injury,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,Virgin Islands,5,Developmental delay,57,0,NA,45,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,NA
2009,Virgin Islands,5,All disabilities,1334,0,NA,NA,274,NA,1334,NA,NA,NA,NA,NA,NA,NA,NA
2009,Virginia,5,Mental retardation,10480,26,363,4616,785,4690,10480,NA,NA,NA,NA,NA,NA,NA,NA
2009,Virginia,5,Hearing impairments,1288,6,79,322,183,698,1288,NA,NA,NA,NA,NA,NA,NA,NA
2009,Virginia,5,Speech or language impairments,22359,55,891,5487,2105,13821,22359,NA,NA,NA,NA,NA,NA,NA,NA
2009,Virginia,5,Visual impairments,542,NA,NA,128,48,335,542,NA,NA,NA,NA,NA,NA,NA,NA
2009,Virginia,5,Emotional disturbance,10094,44,161,4010,578,5301,10094,NA,NA,NA,NA,NA,NA,NA,NA
2009,Virginia,5,Orthopedic impairments,805,NA,NA,151,73,524,805,NA,NA,NA,NA,NA,NA,NA,NA
2009,Virginia,5,Other health impairments,27502,105,398,8560,1320,17119,27502,NA,NA,NA,NA,NA,NA,NA,NA
2009,Virginia,5,Specific learning disabilities,57478,202,1437,19225,7035,29579,57478,NA,NA,NA,NA,NA,NA,NA,NA
2009,Virginia,5,Deaf-blindness,14,0,NA,NA,NA,8,14,NA,NA,NA,NA,NA,NA,NA,NA
2009,Virginia,5,Multiple disabilities,2969,13,77,920,156,1803,2969,NA,NA,NA,NA,NA,NA,NA,NA
2009,Virginia,5,Autism,9196,31,635,2108,629,5793,9196,NA,NA,NA,NA,NA,NA,NA,NA
2009,Virginia,5,Traumatic brain injury,381,0,11,NA,NA,212,381,NA,NA,NA,NA,NA,NA,NA,NA
2009,Virginia,5,Developmental delay,4606,11,123,2025,310,2137,4606,NA,NA,NA,NA,NA,NA,NA,NA
2009,Virginia,5,All disabilities,147714,496,4261,47682,13255,82020,147714,NA,NA,NA,NA,NA,NA,NA,NA
2009,Washington,5,Mental retardation,4741,225,264,424,907,2921,4741,NA,NA,NA,NA,NA,NA,NA,NA
2009,Washington,5,Hearing impairments,1118,37,105,65,254,657,1118,NA,NA,NA,NA,NA,NA,NA,NA
2009,Washington,5,Speech or language impairments,17072,525,1151,761,2594,12041,17072,NA,NA,NA,NA,NA,NA,NA,NA
2009,Washington,5,Visual impairments,301,NA,22,NA,64,190,301,NA,NA,NA,NA,NA,NA,NA,NA
2009,Washington,5,Emotional disturbance,4808,213,120,673,333,3469,4808,NA,NA,NA,NA,NA,NA,NA,NA
2009,Washington,5,Orthopedic impairments,539,NA,NA,30,71,395,539,NA,NA,NA,NA,NA,NA,NA,NA
2009,Washington,5,Other health impairments,21933,695,717,1688,1961,16872,21933,NA,NA,NA,NA,NA,NA,NA,NA
2009,Washington,5,Specific learning disabilities,44375,1934,1976,3748,9829,26888,44375,NA,NA,NA,NA,NA,NA,NA,NA
2009,Washington,5,Deaf-blindness,26,0,NA,NA,NA,20,26,NA,NA,NA,NA,NA,NA,NA,NA
2009,Washington,5,Multiple disabilities,2535,81,150,162,293,1849,2535,NA,NA,NA,NA,NA,NA,NA,NA
2009,Washington,5,Autism,6933,113,583,297,417,5523,6933,NA,NA,NA,NA,NA,NA,NA,NA
2009,Washington,5,Traumatic brain injury,340,20,NA,35,NA,209,340,NA,NA,NA,NA,NA,NA,NA,NA
2009,Washington,5,Developmental delay,7445,345,420,576,1367,4737,7445,NA,NA,NA,NA,NA,NA,NA,NA
2009,Washington,5,All disabilities,112166,4211,5557,8476,18151,75771,112166,NA,NA,NA,NA,NA,NA,NA,NA
2009,West Virginia,7,Mental retardation,7355,NA,NA,NA,NA,NA,NA,51,NA,18,435,0,6826,NA,7355
2009,West Virginia,7,Hearing impairments,426,NA,NA,NA,NA,NA,NA,NA,0,NA,26,0,394,0,426
2009,West Virginia,7,Speech or language impairments,11434,NA,NA,NA,NA,NA,NA,102,NA,59,455,NA,10764,39,11434
2009,West Virginia,7,Visual impairments,236,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,225,0,236
2009,West Virginia,7,Emotional disturbance,1675,NA,NA,NA,NA,NA,NA,13,NA,NA,160,0,1479,15,1675
2009,West Virginia,7,Orthopedic impairments,142,NA,NA,NA,NA,NA,NA,NA,0,0,8,0,131,0,NA
2009,West Virginia,7,Other health impairments,4977,NA,NA,NA,NA,NA,NA,24,7,10,274,0,4645,17,4977
2009,West Virginia,7,Specific learning disabilities,12860,NA,NA,NA,NA,NA,NA,121,18,24,765,NA,11894,37,NA
2009,West Virginia,7,Deaf-blindness,18,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,15,0,NA
2009,West Virginia,7,Multiple disabilities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,West Virginia,7,Autism,1179,NA,NA,NA,NA,NA,NA,NA,0,11,61,0,1093,NA,1179
2009,West Virginia,7,Traumatic brain injury,113,NA,NA,NA,NA,NA,NA,NA,0,0,16,0,95,0,NA
2009,West Virginia,7,Developmental delay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,West Virginia,7,All disabilities,40415,NA,NA,NA,NA,NA,NA,329,NA,129,2213,NA,37561,130,40415
2009,Wisconsin,5,Mental retardation,9641,173,275,2142,799,6252,9641,NA,NA,NA,NA,NA,NA,NA,NA
2009,Wisconsin,5,Hearing impairments,1494,21,107,136,160,1070,1494,NA,NA,NA,NA,NA,NA,NA,NA
2009,Wisconsin,5,Speech or language impairments,22076,432,769,2098,2085,16692,22076,NA,NA,NA,NA,NA,NA,NA,NA
2009,Wisconsin,5,Visual impairments,404,NA,NA,38,31,318,404,NA,NA,NA,NA,NA,NA,NA,NA
2009,Wisconsin,5,Emotional disturbance,13615,630,76,2717,676,9516,13615,NA,NA,NA,NA,NA,NA,NA,NA
2009,Wisconsin,5,Orthopedic impairments,894,12,36,112,70,664,894,NA,NA,NA,NA,NA,NA,NA,NA
2009,Wisconsin,5,Other health impairments,16698,281,187,4851,1298,10081,16698,NA,NA,NA,NA,NA,NA,NA,NA
2009,Wisconsin,5,Specific learning disabilities,37544,NA,894,5519,3456,26801,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,Wisconsin,5,Deaf-blindness,NA,0,0,0,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,Wisconsin,5,Multiple disabilities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,Wisconsin,5,Autism,6962,115,190,481,338,5838,6962,NA,NA,NA,NA,NA,NA,NA,NA
2009,Wisconsin,5,Traumatic brain injury,384,NA,NA,79,35,255,384,NA,NA,NA,NA,NA,NA,NA,NA
2009,Wisconsin,5,Developmental delay,NA,NA,NA,10,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,Wisconsin,5,All disabilities,109774,2546,2561,18183,8958,77526,109774,NA,NA,NA,NA,NA,NA,NA,NA
2009,Wyoming,7,Mental retardation,559,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,0,447,79,NA
2009,Wyoming,7,Hearing impairments,148,NA,NA,NA,NA,NA,NA,0,5,NA,NA,0,116,25,148
2009,Wyoming,7,Speech or language impairments,3158,NA,NA,NA,NA,NA,NA,0,129,NA,34,NA,2517,449,3158
2009,Wyoming,7,Visual impairments,53,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,46,NA,53
2009,Wyoming,7,Emotional disturbance,800,NA,NA,NA,NA,NA,NA,0,36,NA,14,NA,656,92,800
2009,Wyoming,7,Orthopedic impairments,73,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,64,NA,73
2009,Wyoming,7,Other health impairments,1761,NA,NA,NA,NA,NA,NA,0,57,NA,33,NA,1478,184,1761
2009,Wyoming,7,Specific learning disabilities,4368,NA,NA,NA,NA,NA,NA,0,222,11,65,NA,3427,641,NA
2009,Wyoming,7,Deaf-blindness,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA
2009,Wyoming,7,Multiple disabilities,136,NA,NA,NA,NA,NA,NA,0,7,NA,NA,0,111,13,136
2009,Wyoming,7,Autism,480,NA,NA,NA,NA,NA,NA,0,11,NA,NA,NA,428,30,480
2009,Wyoming,7,Traumatic brain injury,73,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,60,6,73
2009,Wyoming,7,Developmental delay,213,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,175,26,213
2009,Wyoming,7,All disabilities,11822,NA,NA,NA,NA,NA,NA,NA,507,55,169,8,9525,1558,11822
2009,"50 states, D.C., and P.R. (including BIE schools)",-,Mental retardation,460964,4825,6548,111339,55598,174129,352439,30164,1418,3985,23577,301,45931,1496,106872
2009,"50 states, D.C., and P.R. (including BIE schools)",-,Hearing impairments,70548,610,2441,9005,11387,29172,52615,6835,238,1328,1876,109,7124,258,17768
2009,"50 states, D.C., and P.R. (including BIE schools)",-,Speech or language impairments,1107029,10439,21014,136412,149552,508991,826408,86665,4587,15782,28828,908,136359,4879,278008
2009,"50 states, D.C., and P.R. (including BIE schools)",-,Visual impairments,25813,235,620,3405,3637,11497,19394,1994,77,432,783,34,2932,107,6359
2009,"50 states, D.C., and P.R. (including BIE schools)",-,Emotional disturbance,405293,5324,3463,94285,36934,177756,317762,14903,1444,1222,20488,182,45887,1998,86124
2009,"50 states, D.C., and P.R. (including BIE schools)",-,Orthopedic impairments,57930,448,1020,6333,7110,25661,40572,6743,132,1103,1551,82,7379,256,17246
2009,"50 states, D.C., and P.R. (including BIE schools)",-,Other health impairments,678640,6812,7632,98143,58360,352772,523719,27451,2080,3024,24101,323,92707,2621,152307
2009,"50 states, D.C., and P.R. (including BIE schools)",-,Specific learning disabilities,2483391,30420,29526,410193,414157,978252,1862548,222270,12305,13101,92230,1736,264077,8469,614188
2009,"50 states, D.C., and P.R. (including BIE schools)",-,Deaf-blindness,1359,23,29,102,197,583,934,112,18,20,41,1,221,7,420
2009,"50 states, D.C., and P.R. (including BIE schools)",-,Multiple disabilities,124380,1080,2338,17205,11408,55654,87685,7334,556,1196,7650,87,19016,347,36186
2009,"50 states, D.C., and P.R. (including BIE schools)",-,Autism,333022,2073,9518,35684,28220,168661,244156,19812,619,8474,9777,251,47271,1717,87921
2009,"50 states, D.C., and P.R. (including BIE schools)",-,Traumatic brain injury,24395,225,309,2734,1794,8324,13386,1811,124,305,1134,18,7359,196,10947
2009,"50 states, D.C., and P.R. (including BIE schools)",-,Developmental delay,104432,2776,2389,18114,6907,44043,74229,5207,1099,630,5048,50,16982,872,29888
2009,"50 states, D.C., and P.R. (including BIE schools)",-,All disabilities,5877196,65290,86847,942954,785261,2535495,4415847,431301,24697,50602,217084,4082,693245,23223,1444234
2009,U.S. and Outlying Areas,-,Mental retardation,461337,4825,6685,111521,55644,174132,352807,30164,1418,3985,23577,306,45931,1496,106877
2009,U.S. and Outlying Areas,-,Hearing impairments,70650,610,2519,9016,11388,29173,52706,6835,238,1328,1876,120,7124,258,17779
2009,U.S. and Outlying Areas,-,Speech or language impairments,1107428,10439,21259,136515,149567,509002,826782,86665,4587,15782,28828,933,136359,4879,278033
2009,U.S. and Outlying Areas,-,Visual impairments,25848,235,640,3415,3639,11498,19427,1994,77,432,783,36,2932,107,6361
2009,U.S. and Outlying Areas,-,Emotional disturbance,405475,5324,3586,94328,36948,177758,317944,14903,1444,1222,20488,182,45887,1998,86124
2009,U.S. and Outlying Areas,-,Orthopedic impairments,57972,448,1055,6339,7110,25662,40614,6743,132,1103,1551,82,7379,256,17246
2009,U.S. and Outlying Areas,-,Other health impairments,678970,6812,7863,98212,58382,352780,524049,27451,2080,3024,24101,323,92707,2621,152307
2009,U.S. and Outlying Areas,-,Specific learning disabilities,2486419,30422,31028,410684,414315,978276,1864725,222270,12305,13101,92230,2587,264077,8469,615039
2009,U.S. and Outlying Areas,-,Deaf-blindness,1365,23,31,102,197,583,936,112,18,20,41,5,221,7,424
2009,U.S. and Outlying Areas,-,Multiple disabilities,124529,1080,2420,17232,11411,55661,87804,7334,556,1196,7650,117,19016,347,36216
2009,U.S. and Outlying Areas,-,Autism,333234,2073,9676,35723,28228,168667,244367,19812,619,8474,9777,252,47271,1717,87922
2009,U.S. and Outlying Areas,-,Traumatic brain injury,24402,225,313,2737,1794,8324,13393,1811,124,305,1134,18,7359,196,10947
2009,U.S. and Outlying Areas,-,Developmental delay,104528,2776,2427,18159,6917,44046,74325,5207,1099,630,5048,50,16982,872,29888
2009,U.S. and Outlying Areas,-,All disabilities,5882157,65292,89502,943983,785540,2535562,4419879,431301,24697,50602,217084,5011,693245,23223,1445163
