year,state,disability,total_6to21,aian,api,black,hisp,white,total_ethnicity,tworace,el_yes,el_no
2015,Pennsylvania,OHI,38473,75,426,5940,4001,26673,38473,1358,1070,37403
2015,Pennsylvania,SLD,117666,233,1136,21944,15414,75223,117666,3716,5512,112154
2015,Pennsylvania,SLI,37661,65,987,4107,3382,27651,37661,1469,1217,36444
2015,Pennsylvania,TBI,622,1,8,105,62,429,622,17,16,606
2015,Pennsylvania,VI,1120,1,36,169,87,771,1120,56,31,1089
2016,Pennsylvania,All disabilities,277379,533,4331,47849,32669,180472,277379,11525,10594,266785
2016,Pennsylvania,Aut,29126,58,940,3856,2698,20044,29126,1530,709,28417
2016,Pennsylvania,DB,51,0,1,9,0,36,51,5,0,51
2016,Pennsylvania,DD,85,0,0,12,7,64,85,2,7,78
2016,Pennsylvania,ED,24033,59,146,6078,2464,14147,24033,1139,365,23668
2016,Pennsylvania,HI,2669,4,132,355,292,1728,2669,158,131,2538
2016,Pennsylvania,ID,18131,41,368,4176,2069,10596,18131,881,996,17135
2016,Pennsylvania,MI,3040,4,90,440,365,2000,3040,141,66,2974
2016,Pennsylvania,OI,669,0,17,102,74,445,669,31,24,645
2016,Pennsylvania,OHI,41530,80,472,6473,4633,28207,41530,1665,1213,40317
2016,Pennsylvania,SLD,118462,224,1152,21899,16371,74545,118462,4271,5819,112643
2016,Pennsylvania,SLI,37841,60,963,4201,3532,27467,37841,1618,1211,36630
2016,Pennsylvania,TBI,633,1,10,90,73,434,633,25,19,614
2016,Pennsylvania,VI,1109,2,40,158,91,759,1109,59,34,1075
2017,Pennsylvania,All disabilities,284477,598,4612,49144,35306,182236,284477,12581,10461,274016
2017,Pennsylvania,Aut,30754,66,1069,4268,3198,20554,30754,1599,762,29992
2017,Pennsylvania,DB,59,0,0,9,1,43,59,6,1,58
2017,Pennsylvania,DD,45,0,1,5,2,35,45,2,6,39
2017,Pennsylvania,ED,24746,57,180,6116,2581,14489,24746,1323,348,24398
2017,Pennsylvania,HI,2633,6,146,314,307,1696,2633,164,136,2497
2017,Pennsylvania,ID,18389,45,389,4223,2257,10554,18389,921,950,17439
2017,Pennsylvania,MI,3082,5,102,453,388,1976,3082,158,75,3007
2017,Pennsylvania,OI,661,0,21,98,72,440,661,30,19,642
2017,Pennsylvania,OHI,45061,94,532,7190,5251,30064,45061,1930,1281,43780
2017,Pennsylvania,SLD,119138,228,1166,21870,17330,73914,119138,4630,5509,113629
2017,Pennsylvania,SLI,38208,95,958,4334,3750,27342,38208,1729,1318,36890
2017,Pennsylvania,TBI,647,1,9,109,76,424,647,28,20,627
2017,Pennsylvania,VI,1054,1,39,155,93,705,1054,61,36,1018
2018,Pennsylvania,All disabilities,290896,560,4861,49953,38322,183758,290896,13442,10660,280236
2018,Pennsylvania,Aut,32332,74,1184,4538,3747,21097,32332,1692,842,31490
2018,Pennsylvania,DB,55,0,0,9,0,42,55,4,1,54
2018,Pennsylvania,DD,76,0,1,27,10,34,76,4,7,69
2018,Pennsylvania,ED,25166,55,187,6175,2713,14561,25166,1475,323,24843
2018,Pennsylvania,HI,2526,5,130,287,310,1677,2526,117,112,2414
2018,Pennsylvania,ID,18476,44,395,4250,2382,10486,18476,919,977,17499
2018,Pennsylvania,MI,3029,4,107,428,406,1940,3029,144,83,2946
2018,Pennsylvania,OI,648,0,26,88,71,431,648,32,23,625
2018,Pennsylvania,OHI,48004,99,560,7688,5983,31469,48004,2205,1405,46599
2018,Pennsylvania,SLD,120625,211,1216,21948,18554,73703,120625,4993,5327,115298
2018,Pennsylvania,SLI,38309,66,1007,4281,3968,27210,38309,1777,1499,36810
2018,Pennsylvania,TBI,630,1,9,98,79,415,630,28,23,607
2018,Pennsylvania,VI,1020,1,39,136,99,693,1020,52,38,982
2005,Puerto Rico,ID,11585,0,NA,NA,11578,NA,11585,NA,NA,NA
2005,Puerto Rico,HI,805,0,0,0,NA,NA,805,NA,NA,NA
2005,Puerto Rico,SLI,13550,NA,0,NA,13536,7,13550,NA,NA,NA
2005,Puerto Rico,VI,595,0,0,0,NA,0,595,NA,NA,NA
2005,Puerto Rico,ED,943,0,0,0,NA,NA,943,NA,NA,NA
2005,Puerto Rico,OI,470,0,0,NA,NA,0,470,NA,NA,NA
2005,Puerto Rico,OHI,3696,NA,0,NA,3687,NA,3696,NA,NA,NA
2005,Puerto Rico,SLD,48634,NA,NA,NA,48572,39,48634,NA,NA,NA
2005,Puerto Rico,DB,41,0,0,0,41,0,41,NA,NA,NA
2005,Puerto Rico,MI,1170,0,0,0,1170,0,1170,NA,NA,NA
2005,Puerto Rico,Aut,872,0,0,NA,870,NA,872,NA,NA,NA
2005,Puerto Rico,TBI,53,0,0,NA,NA,0,53,NA,NA,NA
2005,Puerto Rico,DD,34,0,0,0,34,0,34,NA,NA,NA
2005,Puerto Rico,All disabilities,82448,NA,NA,29,82348,59,82448,NA,NA,NA
2006,Puerto Rico,ID,11731,NA,NA,NA,11722,5,11731,NA,NA,NA
2006,Puerto Rico,HI,868,0,0,0,NA,NA,868,NA,NA,NA
2006,Puerto Rico,SLI,16167,NA,0,NA,16146,13,16167,NA,NA,NA
2006,Puerto Rico,VI,658,0,0,0,NA,0,658,NA,NA,NA
2006,Puerto Rico,ED,992,0,0,0,NA,NA,992,NA,NA,NA
2006,Puerto Rico,OI,496,0,0,NA,NA,0,496,NA,NA,NA
2006,Puerto Rico,OHI,4181,NA,0,NA,4172,NA,4181,NA,NA,NA
2006,Puerto Rico,SLD,52295,NA,NA,NA,52223,46,52295,NA,NA,NA
2006,Puerto Rico,DB,46,0,0,0,46,0,46,NA,NA,NA
2006,Puerto Rico,MI,1196,0,0,0,1196,0,1196,NA,NA,NA
2006,Puerto Rico,Aut,1070,0,0,0,NA,NA,1070,NA,NA,NA
2006,Puerto Rico,TBI,57,0,0,0,57,0,57,NA,NA,NA
2006,Puerto Rico,DD,58,0,0,0,NA,0,58,NA,NA,NA
2006,Puerto Rico,All disabilities,89815,NA,NA,28,89698,75,89815,NA,NA,NA
2007,Puerto Rico,ID,9866,14,NA,NA,9818,NA,9832,NA,NA,NA
2007,Puerto Rico,HI,727,NA,NA,0,NA,NA,0,NA,NA,NA
2007,Puerto Rico,SLI,15800,19,9,15,15745,12,15800,NA,NA,NA
2007,Puerto Rico,VI,542,NA,0,NA,NA,NA,0,NA,NA,NA
2007,Puerto Rico,ED,1171,0,0,NA,1167,NA,1167,NA,NA,NA
2007,Puerto Rico,OI,475,NA,0,0,NA,0,0,NA,NA,NA
2007,Puerto Rico,OHI,5742,0,NA,NA,NA,NA,0,NA,NA,NA
2007,Puerto Rico,SLD,53211,NA,21,NA,53054,41,53116,NA,NA,NA
2007,Puerto Rico,DB,59,NA,0,0,NA,0,0,NA,NA,NA
2007,Puerto Rico,MI,1100,0,NA,NA,NA,NA,0,NA,NA,NA
2007,Puerto Rico,Aut,1286,NA,NA,NA,NA,NA,0,NA,NA,NA
2007,Puerto Rico,TBI,47,NA,0,0,NA,0,0,NA,NA,NA
2007,Puerto Rico,DD,10,NA,0,0,NA,0,0,NA,NA,NA
2007,Puerto Rico,All disabilities,90036,NA,NA,98,89733,83,89914,NA,NA,NA
2008,Puerto Rico,ID,9401,12,NA,NA,9373,0,9401,NA,NA,NA
2008,Puerto Rico,HI,698,NA,0,NA,692,NA,698,NA,NA,NA
2008,Puerto Rico,SLI,17771,30,NA,14,17711,NA,17771,NA,NA,NA
2008,Puerto Rico,VI,536,0,0,NA,NA,0,536,NA,NA,NA
2008,Puerto Rico,ED,1178,NA,NA,NA,1174,NA,1178,NA,NA,NA
2008,Puerto Rico,OI,443,NA,0,0,NA,0,443,NA,NA,NA
2008,Puerto Rico,OHI,6147,NA,9,NA,6126,NA,6147,NA,NA,NA
2008,Puerto Rico,SLD,56239,53,81,40,56059,6,56239,NA,NA,NA
2008,Puerto Rico,DB,39,0,0,0,39,0,39,NA,NA,NA
2008,Puerto Rico,MI,1088,NA,NA,0,1086,0,1088,NA,NA,NA
2008,Puerto Rico,Aut,1352,5,NA,NA,1343,NA,1352,NA,NA,NA
2008,Puerto Rico,TBI,41,0,0,0,41,0,41,NA,NA,NA
2008,Puerto Rico,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,Puerto Rico,All disabilities,94933,113,112,NA,94619,NA,94933,NA,NA,NA
2009,Puerto Rico,ID,9947,11,NA,6,9925,NA,9947,NA,NA,NA
2009,Puerto Rico,HI,816,NA,0,NA,814,0,816,NA,NA,NA
2009,Puerto Rico,SLI,19276,20,8,6,19234,8,19276,NA,NA,NA
2009,Puerto Rico,VI,662,0,0,NA,NA,0,662,NA,NA,NA
2009,Puerto Rico,ED,1370,0,NA,NA,1366,NA,1370,NA,NA,NA
2009,Puerto Rico,OI,428,NA,0,0,NA,0,428,NA,NA,NA
2009,Puerto Rico,OHI,7944,NA,7,NA,7928,5,7944,NA,NA,NA
2009,Puerto Rico,SLD,62927,38,61,22,62794,12,62927,NA,NA,NA
2009,Puerto Rico,DB,NA,0,0,0,NA,0,NA,NA,NA,NA
2009,Puerto Rico,MI,1184,0,NA,0,NA,0,1184,NA,NA,NA
2009,Puerto Rico,Aut,1808,5,NA,NA,1795,NA,1808,NA,NA,NA
2009,Puerto Rico,TBI,47,0,0,0,NA,0,NA,NA,NA,NA
2009,Puerto Rico,DD,NA,0,0,0,NA,0,NA,NA,NA,NA
2009,Puerto Rico,All disabilities,106478,77,87,NA,106243,NA,106478,NA,NA,NA
2010,Puerto Rico,ID,9365,10,NA,NA,9341,NA,9365,NA,NA,NA
2010,Puerto Rico,HI,787,NA,0,NA,785,0,787,NA,NA,NA
2010,Puerto Rico,SLI,24884,17,NA,NA,24845,9,24884,NA,NA,NA
2010,Puerto Rico,VI,644,0,0,NA,641,NA,644,NA,NA,NA
2010,Puerto Rico,ED,1462,0,NA,NA,1459,0,1462,NA,NA,NA
2010,Puerto Rico,OI,443,NA,0,0,NA,0,443,NA,NA,NA
2010,Puerto Rico,OHI,9250,NA,9,NA,9230,8,9250,NA,NA,NA
2010,Puerto Rico,SLD,62498,34,40,21,62369,34,62498,NA,NA,NA
2010,Puerto Rico,DB,44,0,0,0,NA,0,NA,NA,NA,NA
2010,Puerto Rico,MI,1204,0,NA,NA,1202,0,1204,NA,NA,NA
2010,Puerto Rico,Aut,1976,NA,NA,NA,1968,NA,1976,NA,NA,NA
2010,Puerto Rico,TBI,51,0,0,0,NA,0,NA,NA,NA,NA
2010,Puerto Rico,DD,0,0,0,0,NA,0,NA,NA,NA,NA
2010,Puerto Rico,All disabilities,112608,68,65,NA,112377,NA,112608,0,NA,NA
2011,Puerto Rico,ID,8418,NA,0,NA,8404,NA,8418,0,NA,NA
2011,Puerto Rico,HI,726,0,0,NA,NA,0,726,0,NA,NA
2011,Puerto Rico,SLI,27419,12,5,10,27376,16,27419,0,NA,NA
2011,Puerto Rico,VI,613,0,0,0,NA,NA,613,0,NA,NA
2011,Puerto Rico,ED,1376,0,0,NA,1374,0,1376,0,NA,NA
2011,Puerto Rico,OI,383,NA,0,0,NA,0,383,0,NA,NA
2011,Puerto Rico,OHI,10967,NA,7,NA,10943,10,10967,0,NA,NA
2011,Puerto Rico,SLD,60929,35,34,23,60784,53,60929,0,NA,NA
2011,Puerto Rico,DB,36,0,0,0,NA,0,NA,0,NA,NA
2011,Puerto Rico,MI,1195,0,0,NA,NA,0,1195,0,NA,NA
2011,Puerto Rico,Aut,2413,NA,0,NA,2406,NA,2413,0,NA,NA
2011,Puerto Rico,TBI,48,0,0,0,NA,0,NA,0,NA,NA
2011,Puerto Rico,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,Puerto Rico,All disabilities,114523,57,53,46,114283,84,114523,0,NA,NA
2012,Puerto Rico,All disabilities,116936,205,18,38,116558,117,116936,0,809,116127
2012,Puerto Rico,Aut,2970,3,1,1,2965,0,2970,0,NA,NA
2012,Puerto Rico,DB,35,0,0,0,33,2,35,0,NA,NA
2012,Puerto Rico,DD,0,NA,NA,NA,NA,NA,0,NA,NA,NA
2012,Puerto Rico,ED,1419,3,0,0,1414,2,1419,0,NA,NA
2012,Puerto Rico,HI,624,0,0,0,624,0,624,0,NA,NA
2012,Puerto Rico,ID,8172,10,2,2,8156,2,8172,0,NA,NA
2012,Puerto Rico,MI,1174,3,0,1,1167,3,1174,0,NA,NA
2012,Puerto Rico,OI,376,0,1,0,375,0,376,0,NA,NA
2012,Puerto Rico,OHI,11780,23,4,5,11729,19,11780,0,NA,NA
2012,Puerto Rico,SLD,62246,127,8,19,62029,63,62246,0,NA,NA
2012,Puerto Rico,SLI,27477,36,2,10,27403,26,27477,0,NA,NA
2012,Puerto Rico,TBI,49,0,0,0,49,0,49,0,NA,NA
2012,Puerto Rico,VI,614,0,0,0,614,0,614,0,NA,NA
2013,Puerto Rico,All disabilities,108716,122,12,24,108439,119,108716,0,689,108027
2013,Puerto Rico,Aut,2626,2,2,0,2620,2,2626,0,30,2596
2013,Puerto Rico,DB,32,0,0,0,32,0,32,0,0,32
2013,Puerto Rico,DD,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2013,Puerto Rico,ED,1319,0,0,0,1318,1,1319,0,15,1304
2013,Puerto Rico,HI,519,0,0,0,517,2,519,0,2,517
2013,Puerto Rico,ID,6270,5,2,1,6259,3,6270,0,54,6216
2013,Puerto Rico,MI,1007,3,1,0,1002,1,1007,0,5,1002
2013,Puerto Rico,OI,344,0,1,0,342,1,344,0,0,344
2013,Puerto Rico,OHI,13715,18,2,3,13665,27,13715,0,97,13618
2013,Puerto Rico,SLD,52937,64,1,12,52810,50,52937,0,356,52581
2013,Puerto Rico,SLI,29409,30,3,8,29337,31,29409,0,128,29281
2013,Puerto Rico,TBI,35,0,0,0,35,0,35,0,0,35
2013,Puerto Rico,VI,503,0,0,0,502,1,503,0,2,501
2014,Puerto Rico,All disabilities,112218,76,NA,NA,111992,120,112188,0,447,111771
2014,Puerto Rico,Aut,3351,1,NA,NA,3345,4,3350,0,33,3318
2014,Puerto Rico,DB,18,0,NA,NA,18,0,18,0,0,18
2014,Puerto Rico,DD,0,NA,NA,NA,NA,NA,0,NA,NA,NA
2014,Puerto Rico,ED,1347,0,NA,NA,1343,2,1345,0,12,1335
2014,Puerto Rico,HI,562,0,NA,NA,560,2,562,0,2,560
2014,Puerto Rico,ID,6202,2,NA,NA,6196,3,6201,0,28,6174
2014,Puerto Rico,MI,994,3,NA,NA,989,1,993,0,3,991
2014,Puerto Rico,OI,320,0,NA,NA,319,1,320,0,2,318
2014,Puerto Rico,OHI,17232,9,NA,NA,17186,30,17225,0,74,17158
2014,Puerto Rico,SLD,53793,41,NA,NA,53699,45,53785,0,241,53552
2014,Puerto Rico,SLI,27849,19,NA,NA,27789,32,27840,0,51,27798
2014,Puerto Rico,TBI,40,0,NA,NA,39,0,39,0,0,40
2014,Puerto Rico,VI,510,1,NA,NA,509,0,510,0,1,509
2015,Puerto Rico,All disabilities,107073,62,NA,17,106859,124,107062,0,460,106613
2015,Puerto Rico,Aut,4009,1,2,1,3998,7,4009,0,41,3968
2015,Puerto Rico,DB,18,0,0,0,18,0,18,0,0,18
2015,Puerto Rico,DD,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2015,Puerto Rico,ED,1423,2,1,0,1415,5,1423,0,12,1411
2015,Puerto Rico,HI,532,0,0,0,529,3,532,0,4,528
2015,Puerto Rico,ID,6129,1,1,0,6124,3,6129,0,37,6092
2015,Puerto Rico,MI,988,2,0,0,984,2,988,0,2,986
2015,Puerto Rico,OI,267,0,0,0,266,1,267,0,2,265
2015,Puerto Rico,OHI,19723,11,2,2,19676,32,19723,0,99,19624
2015,Puerto Rico,SLD,51104,33,0,8,51024,39,51104,0,216,50888
2015,Puerto Rico,SLI,22368,12,4,6,22315,31,22368,0,47,22321
2015,Puerto Rico,TBI,31,0,1,0,30,0,31,0,0,31
2015,Puerto Rico,VI,481,0,0,0,480,1,481,0,0,481
2016,Puerto Rico,All disabilities,104088,51,3,NA,103899,112,104065,0,402,103686
2016,Puerto Rico,Aut,4584,0,1,NA,4575,6,4582,0,46,4538
2016,Puerto Rico,DB,13,0,0,NA,13,0,13,0,0,13
2016,Puerto Rico,DD,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2016,Puerto Rico,ED,1458,3,0,NA,1452,2,1457,0,17,1441
2016,Puerto Rico,HI,513,0,0,NA,510,3,513,0,5,508
2016,Puerto Rico,ID,6029,1,0,NA,6025,3,6029,0,28,6001
2016,Puerto Rico,MI,937,2,0,NA,935,0,937,0,3,934
2016,Puerto Rico,OI,240,0,0,NA,239,1,240,0,1,239
2016,Puerto Rico,OHI,22237,8,0,NA,22191,35,22234,0,98,22139
2016,Puerto Rico,SLD,48138,29,0,NA,48070,31,48130,0,176,47962
2016,Puerto Rico,SLI,19452,8,2,NA,19404,30,19444,0,28,19424
2016,Puerto Rico,TBI,32,0,0,NA,31,0,31,0,0,32
2016,Puerto Rico,VI,455,0,0,NA,454,1,455,0,0,455
2017,Puerto Rico,All disabilities,93436,45,3,NA,93254,111,93413,0,381,93055
2017,Puerto Rico,Aut,4612,0,1,NA,4603,5,4609,0,50,4562
2017,Puerto Rico,DB,13,0,0,NA,13,0,13,0,0,13
2017,Puerto Rico,DD,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2017,Puerto Rico,ED,1233,2,0,NA,1228,2,1232,0,9,1224
2017,Puerto Rico,HI,452,0,0,NA,451,1,452,0,4,448
2017,Puerto Rico,ID,5226,1,0,NA,5218,7,5226,0,30,5196
2017,Puerto Rico,MI,849,0,0,NA,849,0,849,0,4,845
2017,Puerto Rico,OI,216,0,0,NA,216,0,216,0,1,215
2017,Puerto Rico,OHI,21519,11,1,NA,21464,37,21513,0,96,21423
2017,Puerto Rico,SLD,41376,24,0,NA,41316,31,41371,0,157,41219
2017,Puerto Rico,SLI,17511,7,1,NA,17469,27,17504,0,29,17482
2017,Puerto Rico,TBI,28,0,0,NA,27,0,27,0,0,28
2017,Puerto Rico,VI,401,0,0,NA,400,1,401,0,1,400
2018,Puerto Rico,All disabilities,91338,33,NA,NA,91175,104,91312,0,299,91039
2018,Puerto Rico,Aut,4987,0,NA,NA,4972,11,4983,0,49,4938
2018,Puerto Rico,DB,13,0,NA,NA,13,0,13,0,0,13
2018,Puerto Rico,DD,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2018,Puerto Rico,ED,1196,2,NA,NA,1192,1,1195,0,6,1190
2018,Puerto Rico,HI,454,0,NA,NA,453,1,454,0,5,449
2018,Puerto Rico,ID,4990,1,NA,NA,4984,4,4989,0,26,4964
2018,Puerto Rico,MI,814,0,NA,NA,814,0,814,0,5,809
2018,Puerto Rico,OI,218,0,NA,NA,218,0,218,0,0,218
2018,Puerto Rico,OHI,22847,9,NA,NA,22792,38,22839,0,74,22773
2018,Puerto Rico,SLD,40174,20,NA,NA,40127,23,40170,0,120,40054
2018,Puerto Rico,SLI,15282,1,NA,NA,15248,26,15275,0,14,15268
2018,Puerto Rico,TBI,27,0,NA,NA,26,0,26,0,0,27
2018,Puerto Rico,VI,336,0,NA,NA,336,0,336,0,0,336
2012,Republic Of Palau,All disabilities,110,0,NA,0,0,0,0,0,107,3
2012,Republic Of Palau,Aut,1,0,NA,0,0,0,0,0,NA,NA
2012,Republic Of Palau,DB,0,0,NA,0,0,0,0,0,NA,NA
2012,Republic Of Palau,DD,0,NA,NA,NA,NA,NA,0,NA,NA,NA
2012,Republic Of Palau,ED,1,0,NA,0,0,0,0,0,NA,NA
2012,Republic Of Palau,HI,1,0,NA,0,0,0,0,0,NA,NA
2012,Republic Of Palau,ID,2,0,NA,0,0,0,0,0,NA,NA
2012,Republic Of Palau,MI,10,0,NA,0,0,0,0,0,NA,NA
2012,Republic Of Palau,OI,1,0,NA,0,0,0,0,0,NA,NA
2012,Republic Of Palau,OHI,3,0,NA,0,0,0,0,0,NA,NA
2012,Republic Of Palau,SLD,85,0,NA,0,0,0,0,0,NA,NA
2012,Republic Of Palau,SLI,6,0,NA,0,0,0,0,0,NA,NA
2012,Republic Of Palau,TBI,0,0,NA,0,0,0,0,0,NA,NA
2012,Republic Of Palau,VI,0,0,NA,0,0,0,0,0,NA,NA
2013,Republic Of Palau,All disabilities,97,0,NA,0,0,0,0,0,NA,NA
2013,Republic Of Palau,Aut,NA,0,NA,0,0,0,0,0,NA,NA
2013,Republic Of Palau,DB,NA,0,NA,0,0,0,0,0,NA,NA
2013,Republic Of Palau,DD,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2013,Republic Of Palau,ED,1,0,NA,0,0,0,0,0,NA,NA
2013,Republic Of Palau,HI,2,0,NA,0,0,0,0,0,NA,NA
2013,Republic Of Palau,ID,2,0,NA,0,0,0,0,0,NA,NA
2013,Republic Of Palau,MI,10,0,NA,0,0,0,0,0,NA,NA
2013,Republic Of Palau,OI,1,0,NA,0,0,0,0,0,NA,NA
2013,Republic Of Palau,OHI,2,0,NA,0,0,0,0,0,NA,NA
2013,Republic Of Palau,SLD,73,0,NA,0,0,0,0,0,NA,NA
2013,Republic Of Palau,SLI,5,0,NA,0,0,0,0,0,NA,NA
2013,Republic Of Palau,TBI,NA,0,NA,0,0,0,0,0,NA,NA
2013,Republic Of Palau,VI,1,0,NA,0,0,0,0,0,NA,NA
2014,Republic Of Palau,All disabilities,100,0,NA,0,0,0,0,0,NA,NA
2014,Republic Of Palau,Aut,1,0,NA,0,0,0,0,0,NA,NA
2014,Republic Of Palau,DB,0,0,NA,0,0,0,0,0,NA,NA
2014,Republic Of Palau,DD,0,NA,NA,NA,NA,NA,0,NA,NA,NA
2014,Republic Of Palau,ED,1,0,NA,0,0,0,0,0,NA,NA
2014,Republic Of Palau,HI,1,0,NA,0,0,0,0,0,NA,NA
2014,Republic Of Palau,ID,2,0,NA,0,0,0,0,0,NA,NA
2014,Republic Of Palau,MI,10,0,NA,0,0,0,0,0,NA,NA
2014,Republic Of Palau,OI,1,0,NA,0,0,0,0,0,NA,NA
2014,Republic Of Palau,OHI,2,0,NA,0,0,0,0,0,NA,NA
2014,Republic Of Palau,SLD,77,0,NA,0,0,0,0,0,NA,NA
2014,Republic Of Palau,SLI,4,0,NA,0,0,0,0,0,NA,NA
2014,Republic Of Palau,TBI,0,0,NA,0,0,0,0,0,NA,NA
2014,Republic Of Palau,VI,1,0,NA,0,0,0,0,0,NA,NA
2015,Republic Of Palau,All disabilities,91,0,91,0,0,0,91,0,91,0
2015,Republic Of Palau,Aut,3,0,3,0,0,0,3,0,3,0
2015,Republic Of Palau,DB,0,0,0,0,0,0,0,0,0,0
2015,Republic Of Palau,DD,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2015,Republic Of Palau,ED,1,0,1,0,0,0,1,0,1,0
2015,Republic Of Palau,HI,1,0,1,0,0,0,1,0,1,0
2015,Republic Of Palau,ID,3,0,3,0,0,0,3,0,3,0
2015,Republic Of Palau,MI,8,0,8,0,0,0,8,0,8,0
2015,Republic Of Palau,OI,1,0,1,0,0,0,1,0,1,0
2015,Republic Of Palau,OHI,2,0,2,0,0,0,2,0,2,0
2015,Republic Of Palau,SLD,67,0,67,0,0,0,67,0,67,0
2015,Republic Of Palau,SLI,3,0,3,0,0,0,3,0,3,0
2015,Republic Of Palau,TBI,0,0,0,0,0,0,0,0,0,0
2015,Republic Of Palau,VI,2,0,2,0,0,0,2,0,2,0
2016,Republic Of Palau,All disabilities,86,0,86,0,0,0,86,0,NA,NA
2016,Republic Of Palau,Aut,4,0,4,0,0,0,4,0,NA,NA
2016,Republic Of Palau,DB,0,0,0,0,0,0,0,0,NA,NA
2016,Republic Of Palau,DD,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2016,Republic Of Palau,ED,0,0,0,0,0,0,0,0,NA,NA
2016,Republic Of Palau,HI,1,0,1,0,0,0,1,0,NA,NA
2016,Republic Of Palau,ID,4,0,4,0,0,0,4,0,NA,NA
2016,Republic Of Palau,MI,7,0,7,0,0,0,7,0,NA,NA
2016,Republic Of Palau,OI,1,0,1,0,0,0,1,0,NA,NA
2016,Republic Of Palau,OHI,3,0,3,0,0,0,3,0,NA,NA
2016,Republic Of Palau,SLD,57,0,57,0,0,0,57,0,NA,NA
2016,Republic Of Palau,SLI,6,0,6,0,0,0,6,0,NA,NA
2016,Republic Of Palau,TBI,1,0,1,0,0,0,1,0,NA,NA
2016,Republic Of Palau,VI,2,0,2,0,0,0,2,0,NA,NA
2017,Republic Of Palau,All disabilities,71,0,71,0,0,0,71,0,71,0
2017,Republic Of Palau,Aut,6,0,6,0,0,0,6,0,6,0
2017,Republic Of Palau,DB,0,0,0,0,0,0,0,0,0,0
2017,Republic Of Palau,DD,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2017,Republic Of Palau,ED,1,0,1,0,0,0,1,0,1,0
2017,Republic Of Palau,HI,1,0,1,0,0,0,1,0,1,0
2017,Republic Of Palau,ID,4,0,4,0,0,0,4,0,4,0
2017,Republic Of Palau,MI,5,0,5,0,0,0,5,0,5,0
2017,Republic Of Palau,OI,0,0,0,0,0,0,0,0,0,0
2017,Republic Of Palau,OHI,4,0,4,0,0,0,4,0,4,0
2017,Republic Of Palau,SLD,41,0,41,0,0,0,41,0,41,0
2017,Republic Of Palau,SLI,7,0,7,0,0,0,7,0,7,0
2017,Republic Of Palau,TBI,0,0,0,0,0,0,0,0,0,0
2017,Republic Of Palau,VI,2,0,2,0,0,0,2,0,2,0
2018,Republic Of Palau,All disabilities,80,0,80,0,0,0,80,0,76,4
2018,Republic Of Palau,Aut,7,0,7,0,0,0,7,0,6,1
2018,Republic Of Palau,DB,0,0,0,0,0,0,0,0,0,0
2018,Republic Of Palau,DD,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2018,Republic Of Palau,ED,1,0,1,0,0,0,1,0,1,0
2018,Republic Of Palau,HI,2,0,2,0,0,0,2,0,2,0
2018,Republic Of Palau,ID,4,0,4,0,0,0,4,0,3,1
2018,Republic Of Palau,MI,9,0,9,0,0,0,9,0,9,0
2018,Republic Of Palau,OI,0,0,0,0,0,0,0,0,0,0
2018,Republic Of Palau,OHI,4,0,4,0,0,0,4,0,4,0
2018,Republic Of Palau,SLD,42,0,42,0,0,0,42,0,41,1
2018,Republic Of Palau,SLI,9,0,9,0,0,0,9,0,8,1
2018,Republic Of Palau,TBI,0,0,0,0,0,0,0,0,0,0
2018,Republic Of Palau,VI,2,0,2,0,0,0,2,0,2,0
2012,Republic Of The Marshall Islands,All disabilities,702,0,0,0,0,NA,0,0,701,1
2012,Republic Of The Marshall Islands,Aut,6,0,0,0,0,NA,0,0,NA,NA
2012,Republic Of The Marshall Islands,DB,1,0,0,0,0,NA,0,0,NA,NA
2012,Republic Of The Marshall Islands,DD,23,0,0,0,0,NA,0,0,NA,NA
2012,Republic Of The Marshall Islands,ED,1,0,0,0,0,NA,0,0,NA,NA
2012,Republic Of The Marshall Islands,HI,50,0,0,0,0,NA,0,0,NA,NA
2012,Republic Of The Marshall Islands,ID,5,0,0,0,0,NA,0,0,NA,NA
2012,Republic Of The Marshall Islands,MI,11,0,0,0,0,NA,0,0,NA,NA
2012,Republic Of The Marshall Islands,OI,7,0,0,0,0,NA,0,0,NA,NA
2012,Republic Of The Marshall Islands,OHI,4,0,0,0,0,NA,0,0,NA,NA
2012,Republic Of The Marshall Islands,SLD,547,0,0,0,0,NA,0,0,NA,NA
2012,Republic Of The Marshall Islands,SLI,27,0,0,0,0,NA,0,0,NA,NA
2012,Republic Of The Marshall Islands,TBI,3,0,0,0,0,NA,0,0,NA,NA
2012,Republic Of The Marshall Islands,VI,17,0,0,0,0,NA,0,0,NA,NA
