Created,1/19/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Updated,10/18/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revised,3/22/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Year,State,Disability,Age 3,Age 4,Age 5,Age 3 to 5,American Indian or Alaska Native Age 3 to 5,Asian or Pacific Islander Age 3 to 5,Black (not Hispanic) Age 3 to 5,Hispanic Age 3 to 5,White (not Hispanic) Age 3 to 5,Age 6,Age 7,Age 8,Age 9,Age 10,Age 11,Age 6 to 11,Age 12,Age 13,Age 14,Age 15,Age 16,Age 17,Age 12 to 17,Age 18,Age 19,Age 20,Age 21,Age 18 to 21,Age 6 to 21,American Indian or Alaska Native Age 6 to 21,Asian or Pacific Islander Age 6 to 21,Black (not Hispanic) Age 6 to 21,Hispanic Age 6 to 21,White (not Hispanic) Age 6 to 21,"Ages3_21
Total "
2007,Tennessee                                         ,Visual impairments                 ,27,19,33,79,0,         x,16,         x,57,         x,         x,76,55,69,58,         x,54,55,         x,63,         x,56,         x,         x,         x,         x,         x,         x,704,         x,         x,165,30,497,783
2007,Tennessee                                         ,Emotional disturbance              ,0,         x,         x,8,0,0,         x,0,         x,29,87,138,183,212,275,924,304,339,434,493,523,454,"2,547",190,25,         x,         x,223,"3,694",15,13,"1,119",68,"2,479","3,702"
2007,Tennessee                                         ,Orthopedic impairments             ,20,42,41,103,0,         x,         x,0,83,         x,53,         x,71,79,52,353,70,59,60,48,67,64,368,39,19,7,5,70,791,         x,         x,122,30,631,894
2007,Tennessee                                         ,Other health impairments           ,77,81,116,274,0,5,27,17,225,245,482,670,888,"1,051","1,109","4,445","1,184","1,266","1,166","1,182","1,122","1,002","6,922",429,67,         x,         x,513,"11,880",17,30,"2,319",162,"9,352","12,154"
2007,Tennessee                                         ,Specific learning disabilities     ,0,         x,         x,         x,         x,0,0,0,         x,151,911,"2,101","3,126","3,798","4,029","14,116","4,330","4,501","4,699","4,841","5,131","4,634","28,136","2,537",330,34,13,"2,914","45,166",97,182,"13,382","1,462","30,043",         x
2007,Tennessee                                         ,Deaf-blindness                     ,         x,         x,0,         x,         x,0,0,         x,0,0,0,0,0,0,0,0,         x,0,0,0,         x,0,         x,         x,         x,0,0,         x,         x,0,0,         x,0,         x,         x
2007,Tennessee                                         ,Multiple disabilities              ,43,58,59,160,0,         x,43,         x,100,90,93,105,124,162,136,710,129,153,126,148,159,131,846,129,115,74,64,382,"1,938",         x,         x,475,49,"1,392","2,098"
2007,Tennessee                                         ,Autism                             ,125,199,218,542,         x,         x,91,25,411,312,331,329,343,324,282,"1,921",277,262,233,233,183,165,"1,353",101,43,22,37,203,"3,477",5,59,678,89,"2,646","4,019"
2007,Tennessee                                         ,Traumatic brain injury             ,         x,         x,14,23,0,0,         x,         x,16,         x,         x,         x,23,15,25,         x,         x,20,         x,28,         x,32,         x,32,7,         x,         x,41,         x,         x,         x,         x,12,         x,         x
2007,Tennessee                                         ,Developmental delay                ,794,"1,023","1,216","3,033",         x,         x,682,158,"2,145","1,403","1,312",917,395,0,0,"4,027",         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,"4,027",9,45,"1,124",175,"2,674","7,060"
2007,Tennessee                                         ,All disabilities                   ,"2,301","4,062","5,901","12,264",20,156,"2,219",538,"9,331","7,869","8,819","8,991","8,996","8,636","8,268","51,579","8,184","8,386","8,465","8,795","8,935","8,237","51,002","4,535",954,321,270,"6,080","108,661",213,662,"29,880","3,097","74,809","120,925"
2007,Texas                                             ,Mental retardation                 ,190,283,551,"1,024",0,22,183,633,186,"1,239","1,437","1,619","1,691","1,773","1,838","9,597","2,007","2,084","2,214","2,256","2,217","2,336","13,114","1,738","1,154",843,650,"4,385","27,096",79,543,"7,452","11,703","7,319","28,120"
2007,Texas                                             ,Hearing impairments                ,230,281,298,809,5,26,80,411,287,374,389,483,500,510,514,"2,770",497,529,539,506,473,458,"3,002",294,92,38,24,448,"6,220",18,191,860,"3,099","2,052","7,029"
2007,Texas                                             ,Speech or language impairments     ,"5,995","9,455","12,941","28,391",107,793,"3,252","12,436","11,803","15,319","14,833","12,782","9,543","6,414","3,618","62,509","1,970","1,127",643,367,225,165,"4,497",74,         x,         x,         x,95,"67,101",300,"1,433","8,513","29,278","27,577","95,492"
2007,Texas                                             ,Visual impairments                 ,156,187,196,539,         x,         x,51,255,215,238,227,233,221,225,208,"1,352",229,205,200,211,202,204,"1,251",99,33,28,17,177,"2,780",9,80,453,"1,083","1,155","3,319"
2007,Texas                                             ,Emotional disturbance              ,11,26,89,126,0,         x,         x,41,62,430,914,"1,392","1,905","2,500","2,842","9,983","3,243","3,472","3,736","3,973","3,865","3,091","21,380","1,346",314,84,32,"1,776","33,139",175,200,"7,444","9,927","15,393","33,265"
2007,Texas                                             ,Orthopedic impairments             ,132,169,241,542,0,15,71,287,169,323,309,307,331,328,329,"1,927",291,345,340,288,298,311,"1,873",165,82,39,33,319,"4,119",13,99,566,"1,884","1,557","4,661"
2007,Texas                                             ,Other health impairments           ,546,865,"1,087","2,498",8,50,289,"1,158",993,"1,709","2,423","3,096","4,173","4,858","5,564","21,823","5,884","5,883","5,463","4,910","4,500","3,810","30,450","1,670",328,122,78,"2,198","54,471",286,558,"9,995","16,446","27,186","56,969"
2007,Texas                                             ,Specific learning disabilities     ,8,37,229,274,         x,         x,57,130,79,"1,030","3,111","6,865","12,389","16,873","20,220","60,488","22,359","23,976","24,647","24,800","23,792","22,279","141,853","10,286","1,722",292,87,"12,387","214,728",904,"1,767","42,300","105,743","64,014","215,002"
2007,Texas                                             ,Deaf-blindness                     ,0,7,11,18,0,         x,0,         x,9,         x,13,         x,5,7,6,39,7,6,8,         x,10,         x,38,9,         x,         x,         x,19,96,0,         x,         x,35,45,114
2007,Texas                                             ,Multiple disabilities              ,98,157,160,415,         x,         x,67,223,113,215,241,279,313,369,326,"1,743",333,355,352,342,342,333,"2,057",300,255,195,195,945,"4,745",14,105,803,"1,863","1,960","5,160"
2007,Texas                                             ,Autism                             ,529,977,"1,326","2,832",7,181,369,"1,086","1,189","1,938","1,927","1,844","1,898","1,742","1,621","10,970","1,563","1,423","1,327","1,197","1,005",890,"7,405",497,290,188,129,"1,104","19,479",80,976,"2,762","5,665","9,996","22,311"
2007,Texas                                             ,Traumatic brain injury             ,15,19,26,60,0,         x,         x,         x,21,         x,53,         x,71,94,94,419,94,117,117,         x,124,         x,687,83,33,16,9,141,"1,247",8,         x,         x,467,534,"1,307"
2007,Texas                                             ,Developmental delay                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,0,0,0,0,0,0,0
2007,Texas                                             ,All disabilities                   ,"7,910","12,463","17,155","37,528",135,"1,122","4,459","16,686","15,126","22,858","25,877","28,972","33,040","35,693","37,180","183,620","38,477","39,522","39,586","38,965","37,053","34,004","227,607","16,561","4,321","1,855","1,257","23,994","435,221","1,886","5,970","81,384","187,193","158,788","472,749"
2007,U.S. and Outlying Areas                           ,Mental retardation                 ,"2,130","3,107","7,308","12,545",86,587,"2,310","4,115","5,430","14,330","19,359","24,789","29,960","32,770","35,225","156,433","38,202","41,455","44,585","47,801","48,490","47,993","268,526","35,029","18,378","12,360","6,754","72,521","497,480","6,436","10,893","155,335","82,625","240,336","510,025"
2007,U.S. and Outlying Areas                           ,Hearing impairments                ,"2,085","2,468","3,202","7,755",87,481,899,"1,909","4,361","4,172","4,894","5,383","5,764","5,846","6,061","32,120","5,948","6,173","5,931","5,832","5,744","5,357","34,985","3,138","1,058",483,172,"4,851","71,956",857,"3,827","11,531","17,292","38,272","79,711"
2007,U.S. and Outlying Areas                           ,Speech or language impairments     ,"58,371","102,959","166,494","327,824","3,833","9,165","38,947","67,546","207,451","219,562","219,497","194,711","159,502","116,676","77,422","987,370","51,449","36,801","25,297","18,855","14,657","11,448","158,507","4,700",927,277,88,"5,992","1,151,869","15,608","37,605","174,938","222,912","697,437","1,479,693"
2007,U.S. and Outlying Areas                           ,Visual impairments                 ,838,"1,049","1,367","3,254",58,140,402,775,"1,874","1,705","1,887","2,094","2,163","2,145","2,116","12,110","2,100","2,056","2,012","2,179","2,077","2,079","12,503",994,384,263,115,"1,756","26,369",339,"1,086","4,411","5,312","15,142","29,623"
2007,U.S. and Outlying Areas                           ,Emotional disturbance              ,239,606,"2,622","3,467",49,58,741,463,"2,143","7,032","12,811","18,685","23,983","28,153","32,347","123,011","37,241","43,854","49,454","54,186","54,726","47,373","286,834","21,210","5,589","2,221",819,"29,839","439,684","7,038","5,137","126,386","51,597","247,680","443,151"
2007,U.S. and Outlying Areas                           ,Orthopedic impairments             ,"1,887","2,383","3,198","7,468",53,337,879,"1,961","4,228","4,102","4,589","4,768","4,961","5,005","4,797","28,222","4,804","4,791","4,587","4,509","4,495","4,143","27,329","2,433","1,184",805,481,"4,903","60,454",611,"2,252","8,580","13,562","35,328","67,922"
2007,U.S. and Outlying Areas                           ,Other health impairments           ,"3,056","4,080","9,415","16,551",161,595,"1,970","3,659","10,132","17,418","27,596","38,514","49,997","56,429","60,667","250,621","62,350","63,870","62,731","60,301","55,948","48,100","353,300","20,812","4,182","1,346",428,"26,768","630,689","7,954","9,698","110,979","70,751","428,562","647,240"
2007,U.S. and Outlying Areas                           ,Specific learning disabilities     ,"2,114","3,274","8,106","13,494",123,420,"1,623","5,045","6,264","23,877","62,973","120,858","180,169","218,179","243,911","849,967","260,583","271,156","275,254","278,331","275,355","255,122","1,615,801","121,091","22,503","5,158","1,777","150,529","2,616,297","44,851","47,192","528,795","618,099","1,370,715","2,629,791"
2007,U.S. and Outlying Areas                           ,Deaf-blindness                     ,50,60,88,198,4,11,29,45,109,83,103,104,87,90,81,548,86,108,103,108,115,104,624,84,53,48,23,208,"1,380",26,66,169,309,804,"1,578"
2007,U.S. and Outlying Areas                           ,Multiple disabilities              ,"1,349","1,723","3,998","7,070",78,358,"1,166","1,472","3,985","6,217","7,387","8,109","8,957","9,312","9,514","49,496","9,974","10,374","10,802","10,974","11,081","10,400","63,605","7,755","5,366","4,215","2,073","19,409","132,510","1,647","3,791","27,375","18,821","80,463","139,580"
2007,U.S. and Outlying Areas                           ,Autism                             ,"8,008","12,428","18,968","39,404",242,"3,143","4,839","7,507","23,578","24,221","25,155","24,676","24,719","22,877","21,195","142,843","20,427","19,152","17,795","16,582","14,049","11,671","99,676","7,154","4,075","2,868","1,401","15,498","258,017","1,910","14,202","36,280","32,928","171,809","297,421"
2007,U.S. and Outlying Areas                           ,Traumatic brain injury             ,202,267,436,905,14,24,130,157,579,693,971,"1,200","1,508","1,682","1,909","7,963","2,030","2,077","2,160","2,287","2,432","2,471","13,457","1,411",543,327,170,"2,451","23,871",373,586,"3,881","3,239","15,725","24,776"
2007,U.S. and Outlying Areas                           ,Developmental delay                ,"81,153","116,193","71,855","269,201","4,638","8,720","45,983","39,538","168,637","38,504","30,732","15,894","3,499",0,0,"88,629",         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,"88,629","3,213","2,469","20,204","9,142","53,116","357,830"
2007,U.S. and Outlying Areas                           ,All disabilities                   ,"161,482","250,597","297,057","709,136","9,426","24,039","99,918","134,192","438,771","361,916","417,954","459,785","495,269","499,164","495,245","2,729,333","495,194","501,867","500,711","501,945","489,169","446,261","2,935,147","225,811","64,242","30,371","14,301","334,725","5,999,205","90,863","138,804","1,208,864","1,146,589","3,395,389","6,708,341"
2007,Utah                                              ,Mental retardation                 ,9,10,27,46,0,         x,0,         x,38,64,111,160,208,218,232,993,251,258,222,260,249,260,"1,500",192,161,119,125,597,"3,090",57,71,83,449,"2,430","3,136"
2007,Utah                                              ,Hearing impairments                ,28,36,46,110,         x,         x,0,13,91,41,55,51,46,42,44,279,43,28,43,33,51,35,233,35,         x,6,         x,47,559,12,16,8,115,408,669
2007,Utah                                              ,Speech or language impairments     ,767,"1,154","1,554","3,475",55,37,28,347,"3,008","1,974","1,991","2,155","1,802","1,352",862,"10,136",479,256,205,125,94,69,"1,228",31,         x,0,         x,35,"11,399",176,289,141,"1,243","9,550","14,874"
2007,Utah                                              ,Visual impairments                 ,11,13,23,47,0,         x,         x,8,34,26,         x,16,22,         x,21,112,18,17,         x,15,         x,17,93,         x,         x,0,0,12,217,         x,9,         x,31,174,264
2007,Utah                                              ,Emotional disturbance              ,         x,         x,14,21,         x,0,         x,         x,17,37,85,167,179,214,216,898,248,251,271,240,267,204,"1,481",76,23,         x,         x,113,"2,492",49,29,106,244,"2,064","2,513"
2007,Utah                                              ,Orthopedic impairments             ,20,11,8,39,         x,0,0,         x,33,11,14,13,19,22,20,99,         x,         x,16,         x,11,10,71,         x,         x,         x,         x,10,180,5,         x,         x,         x,148,219
2007,Utah                                              ,Other health impairments           ,23,40,46,109,         x,         x,         x,8,95,94,159,235,313,355,353,"1,509",350,368,351,325,336,295,"2,025",115,23,18,8,164,"3,698",58,39,81,283,"3,237","3,807"
2007,Utah                                              ,Specific learning disabilities     ,         x,         x,12,15,0,0,0,         x,         x,306,"1,111","1,894","2,550","2,689","2,832","11,382","2,894","2,712","2,533","2,461","2,399","2,284","15,283",759,89,66,38,952,"27,617",862,487,558,"5,190","20,520","27,632"
2007,Utah                                              ,Deaf-blindness                     ,0,         x,         x,         x,0,0,         x,0,         x,         x,         x,         x,0,         x,         x,14,         x,         x,         x,         x,         x,0,18,         x,         x,         x,0,5,37,         x,0,0,         x,29,         x
2007,Utah                                              ,Multiple disabilities              ,43,54,61,158,         x,         x,0,21,131,69,94,98,102,113,107,583,97,104,107,112,84,77,581,91,84,84,82,341,"1,505",33,35,41,185,"1,211","1,663"
2007,Utah                                              ,Autism                             ,51,88,123,262,         x,         x,0,11,244,208,213,225,205,199,212,"1,262",188,207,199,165,123,100,982,55,30,11,16,112,"2,356",20,50,37,122,"2,127","2,618"
2007,Utah                                              ,Traumatic brain injury             ,         x,         x,         x,         x,0,0,0,         x,         x,         x,         x,         x,16,20,         x,69,23,34,30,33,32,34,186,17,10,         x,         x,33,288,         x,         x,         x,35,235,         x
2007,Utah                                              ,Developmental delay                ,"1,082","1,399","1,246","3,727",65,56,40,505,"3,061",830,591,147,37,0,0,"1,605",         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,"1,605",47,28,19,271,"1,240","5,332"
2007,Utah                                              ,All disabilities                   ,"2,042","2,815","3,166","8,023",131,113,73,931,"6,775","3,667","4,450","5,174","5,499","5,238","4,913","28,941","4,605","4,254","3,992","3,780","3,665","3,385","23,681","1,384",436,323,278,"2,421","55,043","1,329","1,065","1,082","8,194","43,373","63,066"
2007,Vermont                                           ,Mental retardation                 ,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -
2007,Vermont                                           ,Hearing impairments                ,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -
2007,Vermont                                           ,Speech or language impairments     ,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -
2007,Vermont                                           ,Visual impairments                 ,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -
2007,Vermont                                           ,Emotional disturbance              ,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -
2007,Vermont                                           ,Orthopedic impairments             ,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -
2007,Vermont                                           ,Other health impairments           ,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -
2007,Vermont                                           ,Specific learning disabilities     ,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -
2007,Vermont                                           ,Deaf-blindness                     ,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -
2007,Vermont                                           ,Multiple disabilities              ,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -
2007,Vermont                                           ,Autism                             ,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -
2007,Vermont                                           ,Traumatic brain injury             ,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -
2007,Vermont                                           ,Developmental delay                ,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -
2007,Vermont                                           ,All disabilities                   ,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -
2007,Virgin Islands                                    ,Mental retardation                 ,0,0,0,0,0,0,0,0,0,         x,         x,5,10,9,15,44,24,25,31,43,31,31,185,25,14,5,0,44,273,         x,0,218,         x,         x,273
2007,Virgin Islands                                    ,Hearing impairments                ,0,0,0,0,0,0,0,0,0,         x,0,         x,0,         x,         x,         x,         x,         x,         x,0,0,0,         x,         x,         x,0,0,         x,16,0,0,         x,         x,0,16
2007,Virgin Islands                                    ,Speech or language impairments     ,         x,18,         x,49,0,0,38,         x,         x,16,30,31,18,13,17,125,10,5,         x,         x,         x,0,23,0,0,0,0,0,148,0,         x,116,19,         x,197
2007,Virgin Islands                                    ,Visual impairments                 ,         x,0,         x,         x,0,0,         x,0,         x,0,         x,0,         x,         x,         x,         x,         x,         x,         x,0,0,0,         x,0,0,0,0,0,8,0,0,         x,         x,0,         x
2007,Virgin Islands                                    ,Emotional disturbance              ,0,0,0,0,0,0,0,0,0,0,0,0,         x,0,         x,         x,9,         x,         x,12,9,9,         x,         x,         x,         x,0,8,61,0,0,         x,         x,0,61
2007,Virgin Islands                                    ,Orthopedic impairments             ,0,0,0,0,0,0,0,0,0,         x,0,0,         x,0,0,         x,         x,         x,0,0,0,0,         x,0,0,0,0,0,         x,         x,0,         x,0,0,         x
2007,Virgin Islands                                    ,Other health impairments           ,         x,         x,0,         x,         x,0,         x,0,0,         x,         x,         x,         x,         x,8,         x,9,         x,         x,11,         x,         x,         x,         x,         x,0,0,         x,83,0,0,69,         x,         x,         x
2007,Virgin Islands                                    ,Specific learning disabilities     ,0,0,0,0,0,0,0,0,0,         x,         x,12,23,51,43,133,56,67,103,86,98,84,494,62,         x,         x,0,77,704,0,         x,529,166,         x,704
2007,Virgin Islands                                    ,Deaf-blindness                     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,Virgin Islands                                    ,Multiple disabilities              ,0,         x,         x,         x,         x,0,         x,0,0,         -,         x,         x,         x,         x,         x,         x,         x,6,         x,         x,5,         x,         x,0,         x,0,         x,         x,41,0,0,         x,         x,         x,         x
2007,Virgin Islands                                    ,Autism                             ,         x,         x,         x,7,         x,0,         x,0,0,         x,6,         x,         x,         x,         x,         x,         x,         x,         x,         x,         x,         x,         x,         x,0,         x,0,         x,         x,0,         x,29,         x,         x,         x
2007,Virgin Islands                                    ,Traumatic brain injury             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,         x,0,         x,0,         x,0,         x,         x,         x,0,0,         x,         x,0,0,         x,         x,0,         x
2007,Virgin Islands                                    ,Developmental delay                ,24,33,33,90,         x,0,         x,         x,         x,19,9,0,0,0,0,28,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,28,0,0,         x,         x,         x,118
2007,Virgin Islands                                    ,All disabilities                   ,41,56,55,152,         x,0,118,25,         x,45,55,57,66,85,94,402,121,125,158,162,160,137,863,98,33,         x,         x,140,"1,405",0,         x,"1,086",283,         x,"1,557"
2007,Virginia                                          ,Mental retardation                 ,13,37,141,191,         x,         x,60,34,85,212,281,424,654,649,662,"2,882",827,895,"1,016","1,165","1,185","1,267","6,355",926,465,287,243,"1,921","11,158",25,316,"5,214",668,"4,935","11,349"
2007,Virginia                                          ,Hearing impairments                ,44,55,64,163,0,13,28,23,99,92,82,87,120,92,109,582,109,132,100,118,92,128,679,64,20,6,5,95,"1,356",6,72,326,171,781,"1,519"
2007,Virginia                                          ,Speech or language impairments     ,"1,305","2,477","3,719","7,501",17,189,"1,460",499,"5,336","5,146","4,793","3,932","3,250","2,208","1,309","20,638",785,479,306,214,153,130,"2,067",40,13,         x,         x,57,"22,762",64,766,"5,550","1,806","14,576","30,263"
2007,Virginia                                          ,Visual impairments                 ,14,14,24,52,0,9,10,5,28,         x,40,40,50,         x,41,         x,38,         x,         x,52,         x,40,         x,         x,6,         x,         x,         x,483,         x,         x,120,43,299,535
2007,Virginia                                          ,Emotional disturbance              ,         x,         x,27,30,0,0,         x,         x,14,108,238,404,539,580,751,"2,620",909,"1,004","1,225","1,369","1,513","1,432","7,452",642,155,67,42,906,"10,978",55,154,"4,395",549,"5,825","11,008"
2007,Virginia                                          ,Orthopedic impairments             ,22,26,35,83,0,         x,12,         x,61,61,47,67,66,92,50,383,53,67,73,53,62,66,374,30,18,         x,         x,60,817,         x,         x,183,78,504,900
2007,Virginia                                          ,Other health impairments           ,28,42,119,189,0,         x,31,         x,135,343,774,"1,313","1,957","2,312","2,525","9,224","2,558","2,791","2,770","2,862","2,659","2,505","16,145","1,132",173,46,27,"1,378","26,747",98,321,"7,931","1,114","17,283","26,936"
2007,Virginia                                          ,Specific learning disabilities     ,         x,         x,94,100,         x,         x,23,18,49,283,952,"2,286","4,122","4,911","5,536","18,090","5,990","6,311","6,440","6,566","6,598","6,588","38,493","3,213",560,109,52,"3,934","60,517",206,"1,391","19,701","6,350","32,869","60,617"
2007,Virginia                                          ,Deaf-blindness                     ,         x,0,         x,         x,         x,0,0,0,         x,0,         x,0,0,0,         x,         x,         x,0,0,0,         x,0,         x,         x,0,         x,0,         x,10,0,         x,         x,         x,         x,         x
2007,Virginia                                          ,Multiple disabilities              ,33,45,50,128,0,5,30,17,76,106,129,151,174,232,185,977,211,212,219,231,244,212,"1,329",178,131,93,68,470,"2,776",9,70,863,129,"1,705","2,904"
2007,Virginia                                          ,Autism                             ,138,213,391,742,0,81,147,53,461,541,624,638,723,617,582,"3,725",555,504,495,410,385,326,"2,675",184,101,67,61,413,"6,813",21,437,"1,633",403,"4,319","7,555"
2007,Virginia                                          ,Traumatic brain injury             ,7,         x,         x,         x,0,         x,         x,         x,         x,         x,         x,19,23,         x,         x,         x,         x,         x,         x,43,44,36,         x,28,8,         x,         x,45,375,0,8,         x,         x,         x,         x
2007,Virginia                                          ,Developmental delay                ,"1,952","2,894","2,802","7,648",21,382,"2,450",673,"4,122","2,664","2,492","1,703",0,0,0,"6,859",         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,"6,859",16,131,"2,870",376,"3,466","14,507"
2007,Virginia                                          ,All disabilities                   ,"3,559","5,815","7,471","16,845",40,706,"4,269","1,353","10,477","9,586","10,471","11,064","11,678","11,740","11,778","66,317","12,071","12,455","12,714","13,083","12,974","12,730","76,027","6,454","1,650",686,517,"9,307","151,651",504,"3,736","48,905","11,721","86,785","168,496"
2007,Washington                                        ,Mental retardation                 ,         x,         x,11,16,0,         x,         x,5,8,43,65,170,340,371,429,"1,418",415,414,420,482,448,452,"2,631",382,316,245,53,996,"5,045",254,284,443,893,"3,171","5,061"
2007,Washington                                        ,Hearing impairments                ,38,40,52,130,0,15,6,28,81,57,75,72,102,95,103,504,112,110,105,90,95,95,607,57,22,8,0,87,"1,198",35,109,67,235,752,"1,328"
2007,Washington                                        ,Speech or language impairments     ,623,"1,147","1,809","3,579",86,134,117,563,"2,679","2,826","3,031","3,039","3,019","2,137","1,308","15,360",709,466,239,148,112,66,"1,740",32,         x,         x,0,36,"17,136",636,"1,084",797,"2,362","12,257","20,715"
2007,Washington                                        ,Visual impairments                 ,9,10,13,32,         x,         x,         x,5,19,26,         x,31,33,         x,32,         x,         x,22,         x,         x,25,         x,         x,         x,         x,         x,         x,         x,295,         x,24,         x,56,189,327
2007,Washington                                        ,Emotional disturbance              ,         x,         x,14,16,         x,         x,0,         x,10,40,124,255,341,387,407,"1,554",441,531,520,558,494,387,"2,931",184,55,         x,         x,254,"4,739",214,105,641,312,"3,467","4,755"
2007,Washington                                        ,Orthopedic impairments             ,18,25,37,80,         x,         x,0,10,64,37,51,55,56,47,41,287,43,30,40,40,34,25,212,25,11,         x,         x,46,545,         x,36,         x,69,398,625
2007,Washington                                        ,Other health impairments           ,91,137,159,387,6,26,22,63,270,338,631,"1,040","1,732","1,898","2,013","7,652","2,055","2,077","2,154","2,138","2,047","1,826","12,297",905,280,150,20,"1,355","21,304",742,666,"1,614","1,705","16,577","21,691"
2007,Washington                                        ,Specific learning disabilities     ,         x,0,         x,         x,0,0,         x,         x,7,202,"1,113","2,386","3,898","4,292","4,520","16,411","4,406","4,319","4,326","4,365","4,196","3,770","25,382","1,804",331,69,5,"2,209","44,002","2,067","1,925","3,717","8,518","27,775",         x
2007,Washington                                        ,Deaf-blindness                     ,         x,0,         x,         x,0,0,0,         x,         x,0,0,         x,         x,0,         x,         x,0,         x,         x,         x,5,         x,         x,         x,         x,         x,0,         x,27,0,         x,         x,         x,22,         x
2007,Washington                                        ,Multiple disabilities              ,30,12,30,72,         x,         x,7,9,50,70,90,133,159,154,159,765,194,185,223,212,229,223,"1,266",207,197,141,31,576,"2,607",83,139,182,273,"1,930","2,679"
2007,Washington                                        ,Autism                             ,134,218,258,610,6,73,23,39,469,364,402,450,538,459,521,"2,734",468,413,428,406,321,270,"2,306",180,113,73,9,375,"5,415",82,464,239,310,"4,320","6,025"
2007,Washington                                        ,Traumatic brain injury             ,         x,5,         x,13,0,0,         x,         x,         x,8,         x,         x,         x,         x,         x,         x,         x,         x,31,29,44,53,         x,28,13,         x,         x,50,351,20,         x,34,         x,231,364
2007,Washington                                        ,Developmental delay                ,"2,046","3,060","3,477","8,583",264,512,463,"1,498","5,846","2,990","2,679","1,836",0,0,0,"7,505",         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,         -,"7,505",378,403,611,"1,294","4,819","16,088"
